id year bid n1 n2 imps hand suit hcp suitq
bb9_14231 2011 13 1 3 -9 1 2 9 7
bb9_14265 2011 23 1 1 -7 1 2 6 9
bb9_14265 2011 0 1 1 7 1 2 6 9
bb9_14391 2011 0 1 1 -6 2 2 10 5
bb9_14391 2011 13 1 1 6 2 2 10 5
bb9_14731 2013 13 4 2 14 1 2 10 10
bb9_14731 2013 0 1 5 9 1 2 10 10
bb9_14731 2013 23 1 5 -23 1 2 10 10
bb9_15399 2013 23 2 2 10 1 2 6 9
bb9_15399 2013 0 2 2 -10 1 2 6 9
bb9_15443 2013 13 2 2 10 2 2 9 10
bb9_15443 2013 0 1 3 6 2 2 9 10
bb9_15443 2013 23 1 3 -16 2 2 9 10
ca_694 2000 13 1 1 1 3 2 8 7
ca_694 2000 23 1 1 -1 3 2 8 7
ca_1543 2007 0 1 1 12 1 2 10 2
ca_1543 2007 13 1 1 -12 1 2 10 2
ca_1844 2008 13 1 1 0 3 2 6 3
ca_1844 2008 0 1 1 0 3 2 6 3
dt_15 1997 21 1 1 0 1 2 5 5
dt_15 1997 0 1 1 0 1 2 5 5
dt_521 1999 22 1 1 13 3 2 6 6
dt_521 1999 23 1 1 -13 3 2 6 6
dt_529 2000 23 1 1 0 1 2 6 2
dt_529 2000 0 1 1 0 1 2 6 2
dt_662 2000 0 1 1 10 1 2 9 6
dt_662 2000 23 1 1 -10 1 2 9 6
dt_1062 2004 0 1 1 -7 2 2 7 7
dt_1062 2004 23 1 1 7 2 2 7 7
dt_1092 2004 13 1 1 2 2 2 10 11
dt_1092 2004 0 1 1 -2 2 2 10 11
dt_1907 2011 13 1 1 0 3 2 9 2
dt_1907 2011 0 1 1 0 3 2 9 2
dt_2282 2013 22 1 1 -2 1 2 6 11
dt_2282 2013 23 1 1 2 1 2 6 11
ec_69 1998 0 1 1 10 1 2 10 7
ec_69 1998 23 1 1 -10 1 2 10 7
ec_141 1998 0 1 1 -11 1 2 7 11
ec_141 1998 22 1 1 11 1 2 7 11
ec_291 1998 23 1 1 -4 1 2 8 13
ec_291 1998 22 1 1 4 1 2 8 13
ec_297 1998 0 1 1 -6 1 2 6 8
ec_297 1998 23 1 1 6 1 2 6 8
ec_547 1998 23 1 1 2 1 2 8 7
ec_547 1998 0 1 1 -2 1 2 8 7
ec_617 1998 23 1 1 0 3 2 10 4
ec_617 1998 13 1 1 0 3 2 10 4
ec_773 1998 0 1 1 1 1 2 7 10
ec_773 1998 23 1 1 -1 1 2 7 10
ec_851 2001 0 5 1 -42 1 2 8 3
ec_851 2001 23 1 5 42 1 2 8 3
ec_961 2001 23 1 3 43 2 2 9 9
ec_961 2001 0 2 2 -34 2 2 9 9
ec_961 2001 22 1 3 -9 2 2 9 9
ec_983 2001 23 1 3 3 1 2 10 8
ec_983 2001 13 1 3 -17 1 2 10 8
ec_983 2001 22 1 3 7 1 2 10 8
ec_983 2001 0 1 3 7 1 2 10 8
ec_1161 2001 23 2 4 -30 1 2 7 9
ec_1161 2001 0 2 4 76 1 2 7 9
ec_1161 2001 21 1 5 -23 1 2 7 9
ec_1161 2001 24 1 5 -23 1 2 7 9
ec_1379 2001 0 4 2 26 2 2 10 10
ec_1379 2001 23 1 5 5 2 2 10 10
ec_1379 2001 13 1 5 -31 2 2 10 10
ec_1385 2001 0 5 1 -32 2 2 5 2
ec_1385 2001 22 1 5 32 2 2 5 2
ec_1483 2004 23 2 8 -106 1 2 5 10
ec_1483 2004 0 7 3 31 1 2 5 10
ec_1483 2004 22 1 9 75 1 2 5 10
ec_1511 2004 0 8 1 61 1 2 7 5
ec_1511 2004 23 1 8 -61 1 2 7 5
ec_2479 2004 23 2 8 -49 1 2 8 7
ec_2479 2004 0 8 2 49 1 2 8 7
ec_2832 2004 13 5 3 -85 3 2 8 7
ec_2832 2004 23 2 6 108 3 2 8 7
ec_2832 2004 0 1 7 -23 3 2 8 7
ec_3032 2004 0 9 1 17 1 2 5 8
ec_3032 2004 23 1 9 -17 1 2 5 8
ec_3040 2004 13 4 2 52 1 2 9 10
ec_3040 2004 0 1 5 13 1 2 9 10
ec_3040 2004 23 1 5 -65 1 2 9 10
ec_3194 2004 0 4 2 -36 2 2 6 6
ec_3194 2004 23 2 4 36 2 2 6 6
ec_3629 2004 0 9 1 26 1 2 10 8
ec_3629 2004 23 1 9 -26 1 2 10 8
ec_3649 2004 23 4 4 -94 1 2 5 10
ec_3649 2004 0 3 5 92 1 2 5 10
ec_3649 2004 22 1 7 2 1 2 5 10
ec_3816 2004 0 9 1 4 1 2 10 7
ec_3816 2004 23 1 9 -4 1 2 10 7
ec_4723 2004 23 2 4 13 1 2 10 8
ec_4723 2004 0 3 3 -29 1 2 10 8
ec_4723 2004 13 1 5 16 1 2 10 8
ec_4749 2004 0 5 3 -111 1 2 6 9
ec_4749 2004 22 3 5 111 1 2 6 9
ec_4753 2004 23 1 7 -2 2 2 10 14
ec_4753 2004 13 7 1 2 2 2 10 14
ec_5871 2004 13 4 1 36 3 2 10 5
ec_5871 2004 14 1 4 -36 3 2 10 5
ec_6035 2004 13 7 3 0 1 2 10 5
ec_6035 2004 12 1 9 0 1 2 10 5
ec_6035 2004 0 2 8 0 1 2 10 5
ec_6039 2004 13 9 1 48 3 2 10 8
ec_6039 2004 0 1 9 -48 3 2 10 8
ec_6043 2004 22 1 9 63 1 2 5 11
ec_6043 2004 0 9 1 -63 1 2 5 11
ec_6457 2004 23 3 5 -12 3 2 9 7
ec_6457 2004 13 5 3 12 3 2 9 7
ec_7079 2006 0 1 1 6 2 2 9 8
ec_7079 2006 23 1 1 -6 2 2 9 8
ec_7443 2006 23 1 1 -1 1 2 8 9
ec_7443 2006 0 1 1 1 1 2 8 9
ec_7725 2006 0 1 1 -15 1 2 10 10
ec_7725 2006 13 1 1 15 1 2 10 10
ec_8087 2006 13 1 1 -4 2 2 10 12
ec_8087 2006 0 1 1 4 2 2 10 12
ec_8209 2006 0 1 1 1 2 2 10 11
ec_8209 2006 23 1 1 -1 2 2 10 11
ec_8211 2006 0 1 1 0 1 2 10 9
ec_8211 2006 23 1 1 0 1 2 10 9
ec_8249 2006 13 1 1 0 2 2 10 6
ec_8249 2006 0 1 1 0 2 2 10 6
ec_8319 2007 13 7 4 4 1 2 10 2
ec_8319 2007 0 4 7 -4 1 2 10 2
ec_8503 2007 0 11 1 -12 2 2 8 6
ec_8503 2007 23 1 11 12 2 2 8 6
ec_8571 2007 0 11 1 38 1 2 9 3
ec_8571 2007 23 1 11 -38 1 2 9 3
ec_8573 2007 23 2 1 0 2 2 8 7
ec_8573 2007 0 1 2 0 2 2 8 7
ec_8583 2007 0 8 4 -96 1 2 10 7
ec_8583 2007 13 3 9 155 1 2 10 7
ec_8583 2007 23 1 11 -59 1 2 10 7
ec_9517 2007 0 5 2 0 1 2 8 8
ec_9517 2007 23 2 5 0 1 2 8 8
ec_9733 2007 0 7 3 85 2 2 5 11
ec_9733 2007 23 2 8 -50 2 2 5 11
ec_9733 2007 22 1 9 -35 2 2 5 11
ec_10679 2008 0 11 3 -7 2 2 9 4
ec_10679 2008 23 2 12 -8 2 2 9 4
ec_10679 2008 32 1 13 15 2 2 9 4
ec_10942 2008 0 12 1 97 2 2 7 4
ec_10942 2008 23 1 12 -97 2 2 7 4
ec_11202 2008 0 6 6 -132 2 2 5 8
ec_11202 2008 23 6 6 132 2 2 5 8
ec_11753 2008 0 8 4 -53 3 2 10 5
ec_11753 2008 13 4 8 53 3 2 10 5
ec_12254 2008 22 1 8 -26 1 2 8 8
ec_12254 2008 0 6 3 9 1 2 8 8
ec_12254 2008 23 1 8 31 1 2 8 8
ec_12254 2008 13 1 8 -14 1 2 8 8
ec_12458 2008 23 4 10 -90 1 2 10 13
ec_12458 2008 0 8 6 68 1 2 10 13
ec_12458 2008 13 2 12 22 1 2 10 13
ec_12657 2008 23 4 6 -36 1 2 8 9
ec_12657 2008 0 5 5 63 1 2 8 9
ec_12657 2008 13 1 9 -27 1 2 8 9
ec_12667 2008 0 5 5 -110 1 2 8 15
ec_12667 2008 23 5 5 110 1 2 8 15
ec_13094 2008 23 3 9 127 1 2 10 5
ec_13094 2008 0 8 4 -279 1 2 10 5
ec_13094 2008 21 1 11 152 1 2 10 5
ec_13546 2008 0 11 1 123 1 2 6 6
ec_13546 2008 23 1 11 -123 1 2 6 6
ec_13572 2008 0 10 2 -36 2 2 10 5
ec_13572 2008 13 1 11 18 2 2 10 5
ec_13572 2008 23 1 11 18 2 2 10 5
ec_14738 2008 23 4 6 52 1 2 8 5
ec_14738 2008 0 6 4 -52 1 2 8 5
ec_14740 2008 0 11 1 94 1 2 6 12
ec_14740 2008 23 1 11 -94 1 2 6 12
ec_14750 2008 0 8 4 52 1 2 9 5
ec_14750 2008 23 4 8 -52 1 2 9 5
ec_14971 2008 13 10 4 -4 3 2 9 9
ec_14971 2008 23 1 13 -13 3 2 9 9
ec_14971 2008 22 1 13 1 3 2 9 9
ec_14971 2008 21 1 13 15 3 2 9 9
ec_14971 2008 0 1 13 1 3 2 9 9
ec_14991 2008 0 7 7 36 1 2 8 10
ec_14991 2008 23 6 8 -24 1 2 8 10
ec_14991 2008 13 1 13 -12 1 2 8 10
ec_15239 2008 13 2 10 34 2 2 10 9
ec_15239 2008 0 10 2 -34 2 2 10 9
ec_15253 2008 0 10 2 -35 2 2 7 9
ec_15253 2008 23 2 10 35 2 2 7 9
ec_15495 2008 0 11 1 19 1 2 9 3
ec_15495 2008 23 1 11 -19 1 2 9 3
ec_15729 2008 22 2 12 -30 1 2 7 10
ec_15729 2008 23 5 9 184 1 2 7 10
ec_15729 2008 0 7 7 -154 1 2 7 10
ec_16880 2008 0 9 3 48 2 2 8 10
ec_16880 2008 23 3 9 -48 2 2 8 10
ec_17826 2008 23 4 8 -115 1 2 9 9
ec_17826 2008 0 6 6 235 1 2 9 9
ec_17826 2008 13 2 10 -120 1 2 9 9
ec_17832 2008 0 9 1 -5 1 2 9 10
ec_17832 2008 22 1 9 5 1 2 9 10
ec_17846 2008 23 4 6 -2 3 2 8 7
ec_17846 2008 13 4 6 64 3 2 8 7
ec_17846 2008 21 1 9 -90 3 2 8 7
ec_17846 2008 22 1 9 28 3 2 8 7
ec_18064 2008 22 2 10 -78 1 2 5 5
ec_18064 2008 0 9 3 -6 1 2 5 5
ec_18064 2008 23 1 11 84 1 2 5 5
ec_18442 2008 0 12 1 16 1 2 5 4
ec_18442 2008 23 1 12 -16 1 2 5 4
ec_19496 2009 23 2 1 22 3 2 9 8
ec_19496 2009 0 1 2 -22 3 2 9 8
ec_19730 2009 23 1 3 33 2 2 7 15
ec_19730 2009 0 3 1 -33 2 2 7 15
ec_20007 2009 0 1 1 11 1 2 10 5
ec_20007 2009 13 1 1 -11 1 2 10 5
ec_20267 2009 0 2 2 0 3 2 7 2
ec_20267 2009 23 1 3 0 3 2 7 2
ec_20267 2009 11 1 3 0 3 2 7 2
ec_20435 2009 0 3 1 -9 1 2 7 12
ec_20435 2009 23 1 3 9 1 2 7 12
ec_20469 2009 23 1 3 14 2 2 5 7
ec_20469 2009 0 3 1 -14 2 2 5 7
ec_20481 2009 23 1 1 0 1 2 5 3
ec_20481 2009 0 1 1 0 1 2 5 3
ec_20743 2009 0 3 1 -11 1 2 6 3
ec_20743 2009 23 1 3 11 1 2 6 3
ec_20819 2009 0 2 1 -18 1 2 5 7
ec_20819 2009 23 1 2 18 1 2 5 7
ol_3 1992 0 3 1 2 1 2 8 8
ol_3 1992 22 1 3 -2 1 2 8 8
ol_249 1992 0 1 1 -13 2 2 10 4
ol_249 1992 13 1 1 13 2 2 10 4
ol_253 1992 0 1 1 -6 2 2 10 12
ol_253 1992 13 1 1 6 2 2 10 12
ol_349 1992 13 1 6 -13 2 2 9 8
ol_349 1992 0 5 2 -12 2 2 9 8
ol_349 1992 23 1 6 25 2 2 9 8
ol_537 1992 12 2 8 46 2 2 9 4
ol_537 1992 23 1 9 13 2 2 9 4
ol_537 1992 0 5 5 -16 2 2 9 4
ol_537 1992 31 1 9 -23 2 2 9 4
ol_537 1992 13 1 9 -20 2 2 9 4
ol_685 1992 13 5 7 -9 1 2 10 12
ol_685 1992 23 1 11 -47 1 2 10 12
ol_685 1992 21 1 11 23 1 2 10 12
ol_685 1992 0 5 7 33 1 2 10 12
ol_697 1992 22 1 11 -8 1 2 8 13
ol_697 1992 0 10 2 72 1 2 8 13
ol_697 1992 21 1 11 -64 1 2 8 13
ol_1079 1992 0 10 1 104 1 2 8 11
ol_1079 1992 22 1 10 -104 1 2 8 11
ol_1304 1992 0 10 2 -93 1 2 8 12
ol_1304 1992 22 2 10 93 1 2 8 12
ol_1306 1992 13 1 8 -10 2 2 9 11
ol_1306 1992 0 7 2 67 2 2 9 11
