id year bid1 bid2 n1 n2 imps hand suit hcp suitq
ol_1804 1992 24 0 1 11 8 1 1 7 8
ol_2740 1992 24 0 1 11 -64 1 1 9 8
ol_3696 1992 24 0 1 9 18 1 1 10 4
ol_5648 1992 24 0 3 7 -12 1 1 9 11
ol_6354 1992 24 0 1 9 -53 1 1 8 6
ol_7556 1992 24 0 2 3 -42 3 1 10 1
ol_8270 1992 24 0 1 7 79 1 1 5 3
ol_8422 1992 24 0 1 5 -2 1 1 7 8
ol_9105 2000 24 0 5 10 -13 1 1 6 10
ol_9125 2000 24 0 4 12 -39 1 1 9 8
ol_9359 2000 24 0 2 16 158 1 1 10 6
ol_9639 2000 24 0 1 10 -33 2 1 8 0
ol_9953 2000 24 0 1 1 1 2 1 10 13
ol_10356 2000 24 0 3 5 82 1 1 6 7
ol_10466 2000 24 0 2 8 -43 1 1 7 11
ol_10480 2000 24 0 1 7 -77 2 1 8 8
ol_10884 2000 24 0 1 7 45 1 1 9 12
ol_11144 2000 24 0 2 2 -20 1 1 9 10
ol_11220 2000 24 0 1 3 39 1 1 8 10
ol_11310 2000 24 0 1 1 -8 1 1 8 9
ol_11336 2000 24 0 1 2 6 1 1 9 6
ol_11526 2000 24 0 1 1 -11 1 1 8 12
ol_11856 2000 24 0 3 1 33 1 1 9 6
ol_11867 2000 24 0 1 2 12 2 1 10 6
ol_11919 2000 24 0 1 2 12 2 1 9 4
ol_11945 2000 24 0 2 2 20 1 1 5 4
ol_12653 2004 24 0 2 5 -6 1 1 8 14
ol_13182 2004 24 0 1 3 4 1 1 9 8
ol_14173 2004 24 0 2 5 -52 1 1 8 5
ol_14528 2004 24 0 1 3 18 2 1 8 9
sg_807 1998 24 0 1 2 0 2 1 9 12
sg_1369 2001 24 0 1 1 12 2 1 8 6
sg_2767 2004 24 0 1 3 40 1 1 9 5
sg_4086 2007 24 0 1 1 5 1 1 9 12
sg_4220 2007 24 0 1 1 14 2 1 9 8
sg_4952 2008 24 0 1 1 0 1 1 10 7
sg_5791 2009 24 0 1 1 10 1 1 7 3
sg_6718 2010 24 0 1 1 0 1 1 7 10
sg_8411 2012 24 0 1 1 -6 2 1 9 14
sg_8551 2013 24 0 1 1 -8 1 1 8 7
us_2954 2004 24 0 1 1 -16 2 1 9 10
us_3610 2005 24 0 1 1 12 1 1 9 12
us_5779 2007 24 0 3 1 -14 1 1 8 14
us_6866 2007 24 0 1 1 -5 1 1 5 8
us_6918 2007 24 0 1 3 -13 1 1 6 6
us_7330 2008 24 0 1 1 1 1 1 8 13
us_7543 2008 24 0 2 2 28 2 1 9 17
us_7559 2008 24 0 2 1 0 1 1 8 7
us_7563 2008 24 0 2 2 22 1 1 8 10
us_7839 2008 24 0 1 3 -11 1 1 7 6
us_7896 2008 24 0 3 1 24 1 1 6 10
us_8909 2009 24 0 1 1 5 1 1 9 11
us_9583 2009 24 0 1 1 -10 1 1 8 14
us_11323 2010 24 0 1 1 -1 1 1 9 14
us_13106 2010 24 0 1 1 0 1 1 8 12
us_13265 2011 24 0 1 1 11 1 1 9 12
us_13346 2011 24 0 1 1 11 2 1 7 13
us_14786 2011 24 0 1 1 -3 1 1 9 15
us_15219 2011 24 0 1 1 -6 1 1 5 6
us_15801 2012 24 0 1 1 2 1 1 8 8
us_16463 2012 24 0 1 1 7 1 1 6 6
us_17055 2012 24 0 1 1 13 1 1 6 7
vb_411 2001 24 0 1 1 -12 2 1 7 6
vb_1235 2005 24 0 1 3 -22 1 1 8 8
vb_1245 2005 24 0 1 3 -26 1 1 9 8
vb_2466 2007 24 0 1 1 10 1 1 6 12
vb_2904 2008 24 0 1 1 6 1 1 8 11
vb_3324 2009 24 0 1 1 0 1 1 9 10
vb_3907 2009 24 0 1 1 9 1 1 7 10
vb_4523 2010 24 0 1 1 0 2 1 7 10
vb_5313 2012 24 0 1 1 1 2 1 6 9
vb_5568 2012 24 0 1 1 -11 1 1 8 9
vb_6601 2013 24 0 2 1 6 1 1 7 8
vb_6963 2014 24 0 1 3 -11 1 1 6 1
