id year bid n1 n2 imps hand suit hcp suitq
sg_2745 2004 24 1 1 -1 3 1 5 6
sg_2745 2004 0 1 1 1 3 1 5 6
sg_2779 2004 0 3 1 14 1 1 6 3
sg_2779 2004 24 1 3 -14 1 1 6 3
sg_2789 2004 24 1 1 -11 3 1 8 5
sg_2789 2004 0 1 1 11 3 1 8 5
sg_4116 2007 22 1 1 0 1 1 8 15
sg_4116 2007 24 1 1 0 1 1 8 15
sg_4768 2008 24 1 1 0 2 1 7 6
sg_4768 2008 22 1 1 0 2 1 7 6
sg_4772 2008 14 1 1 0 3 1 9 15
sg_4772 2008 34 1 1 0 3 1 9 15
sg_5215 2008 22 1 1 8 2 1 5 4
sg_5215 2008 0 1 1 -8 2 1 5 4
sg_5369 2008 0 1 1 0 1 1 8 9
sg_5369 2008 24 1 1 0 1 1 8 9
sg_5594 2009 22 1 3 -1 1 1 9 11
sg_5594 2009 24 1 3 1 1 1 9 11
sg_5594 2009 14 2 2 0 1 1 9 11
sg_6507 2010 0 1 1 0 1 1 8 6
sg_6507 2010 22 1 1 0 1 1 8 6
sg_6790 2010 24 1 1 0 1 1 8 10
sg_6790 2010 0 1 1 0 1 1 8 10
sg_6864 2010 24 1 1 5 1 1 8 5
sg_6864 2010 22 1 1 -5 1 1 8 5
sg_7497 2012 0 1 1 8 1 1 8 4
sg_7497 2012 24 1 1 -8 1 1 8 4
sg_8389 2012 0 1 1 0 1 1 6 2
sg_8389 2012 24 1 1 0 1 1 6 2
sg_8619 2013 22 1 1 10 1 1 6 5
sg_8619 2013 0 1 1 -10 1 1 6 5
us_1 2000 0 1 1 2 1 1 9 7
us_1 2000 24 1 1 -2 1 1 9 7
us_441 2000 24 3 1 25 1 1 8 6
us_441 2000 0 1 3 -25 1 1 8 6
us_937 2001 24 1 1 0 1 1 7 15
us_937 2001 34 1 1 0 1 1 7 15
us_991 2001 24 1 1 0 2 1 9 7
us_991 2001 0 1 1 0 2 1 9 7
us_1015 2001 0 1 1 10 1 1 6 7
us_1015 2001 22 1 1 -10 1 1 6 7
us_1058 2001 0 1 1 -6 1 1 6 9
us_1058 2001 24 1 1 6 1 1 6 9
us_1129 2001 22 1 1 -6 1 1 9 13
us_1129 2001 24 1 1 6 1 1 9 13
us_1147 2001 0 1 1 1 1 1 7 9
us_1147 2001 22 1 1 -1 1 1 7 9
us_1407 2001 0 1 3 -12 2 1 8 14
us_1407 2001 24 2 2 24 2 1 8 14
us_1407 2001 22 1 3 -12 2 1 8 14
us_1728 2002 22 1 1 0 1 1 6 8
us_1728 2002 0 1 1 0 1 1 6 8
us_1821 2002 22 1 1 0 1 1 8 11
us_1821 2002 24 1 1 0 1 1 8 11
us_3072 2004 24 1 2 -13 1 1 8 6
us_3072 2004 0 2 1 13 1 1 8 6
us_3824 2005 22 1 1 12 1 1 8 10
us_3824 2005 24 1 1 -12 1 1 8 10
us_3846 2005 24 1 1 4 1 1 5 10
us_3846 2005 22 1 1 -4 1 1 5 10
us_5664 2007 24 1 1 11 1 1 7 12
us_5664 2007 0 1 1 -11 1 1 7 12
us_5932 2007 0 2 2 -30 1 1 7 8
us_5932 2007 24 2 2 30 1 1 7 8
us_6228 2007 0 1 5 -59 2 1 9 8
us_6228 2007 24 5 1 59 2 1 9 8
us_6520 2007 24 3 1 -1 1 1 8 14
us_6520 2007 22 1 3 1 1 1 8 14
us_6844 2007 22 1 1 4 1 1 6 9
us_6844 2007 0 1 1 -4 1 1 6 9
us_7366 2008 24 3 1 16 1 1 7 8
us_7366 2008 22 1 3 -16 1 1 7 8
us_7493 2008 0 2 2 5 2 1 7 7
us_7493 2008 24 2 2 -5 2 1 7 7
us_7992 2008 22 1 3 -22 1 1 6 5
us_7992 2008 24 3 1 22 1 1 6 5
us_8713 2009 22 1 1 10 3 1 9 7
us_8713 2009 24 1 1 -10 3 1 9 7
us_8727 2009 22 1 1 -7 2 1 8 5
us_8727 2009 24 1 1 7 2 1 8 5
us_9751 2009 24 1 1 1 2 1 9 9
us_9751 2009 22 1 1 -1 2 1 9 9
us_9809 2009 14 1 1 0 3 1 6 9
us_9809 2009 22 1 1 0 3 1 6 9
us_10380 2009 0 1 1 1 1 1 8 11
us_10380 2009 24 1 1 -1 1 1 8 11
us_10514 2009 24 1 1 0 2 1 9 10
us_10514 2009 22 1 1 0 2 1 9 10
us_11253 2010 14 1 1 0 3 1 9 6
us_11253 2010 24 1 1 0 3 1 9 6
us_14477 2011 24 1 1 6 1 1 6 6
us_14477 2011 0 1 1 -6 1 1 6 6
us_14874 2011 0 1 1 -3 1 1 6 8
us_14874 2011 24 1 1 3 1 1 6 8
us_14950 2011 0 1 1 -12 2 1 8 9
us_14950 2011 24 1 1 12 2 1 8 9
us_15041 2011 22 1 1 0 1 1 8 9
us_15041 2011 24 1 1 0 1 1 8 9
us_15438 2012 24 1 1 0 1 1 9 5
us_15438 2012 0 1 1 0 1 1 9 5
us_15636 2012 24 3 1 16 3 1 9 8
us_15636 2012 14 1 3 -16 3 1 9 8
us_15785 2012 0 1 1 0 1 1 5 4
us_15785 2012 24 1 1 0 1 1 5 4
us_16325 2012 14 1 1 -5 1 1 9 8
us_16325 2012 24 1 1 5 1 1 9 8
us_16965 2012 22 1 1 -7 2 1 7 5
us_16965 2012 24 1 1 7 2 1 7 5
vb_3 1997 22 1 1 -10 2 1 7 11
vb_3 1997 0 1 1 10 2 1 7 11
