ID Year check_contested_2
deal_5618 1997 NA
deal_5619 1997 NA
deal_5620 1997 NA
deal_5621 1997 NA
deal_5622 1997 NA
deal_5623 1997 NA
deal_5624 1997 NA
deal_5625 1997 NA
deal_5626 1997 NA
deal_5627 1997 NA
deal_5628 1997 NA
deal_5629 1997 NA
deal_5630 1997 NA
deal_5631 1997 NA
deal_5632 1997 NA
deal_5633 1997 NA
deal_5634 1997 NA
deal_5635 1997 NA
deal_5636 1997 NA
deal_5637 1997 NA
deal_5638 1997 NA
deal_5639 1997 NA
deal_5640 1997 NA
deal_5641 1997 NA
deal_5642 1997 NA
deal_5643 1997 NA
deal_5644 1997 NA
deal_5645 1997 NA
deal_5646 1997 NA
deal_5647 1997 NA
deal_5648 1997 1
deal_5649 1997 1
deal_5650 1997 NA
deal_5651 1997 NA
deal_5652 1997 NA
deal_5653 1997 NA
deal_5654 1997 NA
deal_5655 1997 NA
deal_5656 1997 NA
deal_5657 1997 NA
deal_5658 1997 NA
deal_5659 1997 NA
deal_5660 1997 NA
deal_5661 1997 NA
deal_5662 1997 NA
deal_5663 1997 NA
deal_5664 1997 NA
deal_5665 1997 NA
deal_5666 2000 NA
deal_5667 2000 NA
deal_5668 2000 NA
deal_5669 2000 NA
deal_5670 2000 NA
deal_5671 2000 NA
deal_5672 2000 NA
deal_5673 2000 NA
deal_5674 2000 NA
deal_5675 2000 NA
deal_5676 2000 NA
deal_5677 2000 NA
deal_5678 2000 NA
deal_5679 2000 NA
deal_5680 2000 NA
deal_5681 2000 NA
deal_5682 2000 NA
deal_5683 2000 NA
deal_5684 2000 NA
deal_5685 2000 NA
deal_5686 2000 NA
deal_5687 2000 NA
deal_5688 2000 NA
deal_5689 2000 NA
deal_5690 2000 NA
deal_5691 2000 NA
deal_5692 2000 NA
deal_5693 2000 NA
deal_5694 2000 NA
deal_5695 2000 NA
deal_5696 2000 NA
deal_5697 2000 NA
deal_5698 2000 NA
deal_5699 2000 NA
deal_5700 2000 NA
deal_5701 2000 NA
deal_5702 2000 NA
deal_5703 2000 NA
deal_5704 2000 NA
deal_5705 2000 NA
deal_5706 2000 NA
deal_5707 2000 NA
deal_5708 2000 NA
deal_5709 2000 NA
deal_5710 2000 3
deal_5711 2000 4
deal_5712 2000 NA
deal_5713 2000 NA
deal_5714 2000 NA
deal_5715 2000 NA
deal_5716 2000 NA
deal_5717 2000 NA
deal_5718 2000 NA
deal_5719 2000 NA
deal_5720 2000 NA
deal_5721 2000 NA
deal_5722 2000 NA
deal_5723 2000 NA
deal_5724 2000 NA
deal_5725 2000 NA
deal_5726 2000 NA
deal_5727 2000 NA
deal_5728 2000 NA
deal_5729 2000 NA
deal_5730 2000 NA
deal_5731 2000 NA
deal_5732 2000 NA
deal_5733 2000 NA
deal_5734 2000 NA
deal_5735 2000 NA
deal_5736 2000 NA
deal_5737 2000 NA
deal_5738 2000 NA
deal_5739 2000 NA
deal_5740 2000 NA
deal_5741 2000 NA
deal_5742 2000 NA
deal_5743 2000 NA
deal_5744 2000 NA
deal_5745 2000 NA
deal_5746 2000 NA
deal_5747 2000 NA
deal_5748 2000 NA
deal_5749 2000 NA
deal_5750 2000 NA
deal_5751 2000 NA
deal_5752 2000 NA
deal_5753 2000 NA
deal_5754 2000 NA
deal_5755 2000 NA
deal_5756 2000 NA
deal_5757 2000 NA
deal_5758 2000 NA
deal_5759 2000 NA
deal_5760 2000 NA
deal_5761 2000 NA
deal_5762 2000 NA
deal_5763 2000 NA
deal_5764 2000 NA
deal_5765 2000 NA
deal_5766 2000 NA
deal_5767 2000 NA
deal_5768 2000 NA
deal_5769 2000 NA
deal_5770 2000 NA
deal_5771 2000 NA
deal_5772 2000 NA
deal_5773 2000 NA
deal_5774 2000 NA
deal_5775 2000 NA
deal_5776 2000 NA
deal_5777 2000 NA
deal_5778 2000 NA
deal_5779 2000 NA
deal_5780 2000 NA
deal_5781 2000 NA
deal_5782 2000 NA
deal_5783 2000 NA
deal_5784 2000 NA
deal_5785 2000 NA
deal_5786 2000 NA
deal_5787 2000 NA
deal_5788 2000 NA
deal_5789 2000 NA
deal_5790 2000 NA
deal_5791 2000 NA
deal_5792 2000 NA
deal_5793 2000 NA
deal_5794 2000 NA
deal_5795 2000 NA
deal_5796 2000 NA
deal_5797 2000 NA
deal_5798 2000 NA
deal_5799 2000 NA
deal_5800 2000 NA
deal_5801 2000 NA
deal_5802 2000 3
deal_5803 2000 3
deal_5804 2000 NA
deal_5805 2000 NA
deal_5806 2000 4
deal_5807 2000 4
deal_5808 2000 NA
deal_5809 2000 NA
deal_5810 2000 NA
deal_5811 2000 NA
deal_5812 2000 NA
deal_5813 2000 NA
deal_5814 2000 4
deal_5815 2000 4
deal_5816 2000 NA
deal_5817 2000 NA
deal_5818 2000 NA
deal_5819 2000 NA
deal_5820 2000 1
deal_5821 2000 1
deal_5822 2000 NA
deal_5823 2000 NA
deal_5824 2000 NA
deal_5825 2000 NA
deal_5826 2000 NA
deal_5827 2000 NA
deal_5828 2000 NA
deal_5829 2000 NA
deal_5830 2000 NA
deal_5831 2000 NA
deal_5832 2000 NA
deal_5833 2000 NA
deal_5834 2000 NA
deal_5835 2000 NA
deal_5836 2000 NA
deal_5837 2000 NA
deal_5838 2000 NA
deal_5839 2000 NA
deal_5840 2000 4
deal_5841 2000 4
deal_5842 2000 NA
deal_5843 2000 NA
deal_5844 2000 NA
deal_5845 2000 NA
deal_5846 2000 NA
deal_5847 2000 NA
deal_5848 2000 NA
deal_5849 2000 NA
deal_5850 2000 NA
deal_5851 2000 NA
deal_5852 2000 NA
deal_5853 2000 NA
deal_5854 2000 NA
deal_5855 2000 NA
deal_5856 2000 NA
deal_5857 2000 NA
deal_5858 2000 NA
deal_5859 2000 NA
deal_5860 2000 NA
deal_5861 2000 NA
deal_5862 2000 NA
deal_5863 2000 NA
deal_5864 2000 NA
deal_5865 2000 NA
deal_5866 2000 NA
deal_5867 2000 NA
deal_5868 2000 NA
deal_5869 2000 NA
deal_5870 2000 NA
deal_5871 2000 NA
deal_5872 2000 NA
deal_5873 2000 NA
deal_5874 2000 NA
deal_5875 2000 NA
deal_5876 2000 NA
deal_5877 2000 NA
deal_5878 2000 NA
deal_5879 2000 NA
deal_5880 2000 NA
deal_5881 2000 NA
deal_5882 2000 NA
deal_5883 2000 NA
deal_5884 2000 NA
deal_5885 2000 NA
deal_5886 2000 1
deal_5887 2000 1
deal_5888 2000 NA
deal_5889 2000 NA
deal_5890 2000 NA
deal_5891 2000 NA
deal_5892 2000 NA
deal_5893 2000 NA
deal_5894 2000 NA
deal_5895 2000 NA
deal_5896 2000 NA
deal_5897 2000 NA
deal_5898 2000 NA
deal_5899 2000 NA
deal_5900 2000 NA
deal_5901 2000 NA
deal_5902 2000 NA
deal_5903 2000 NA
deal_5904 2000 NA
deal_5905 2000 NA
deal_5906 2000 NA
deal_5907 2000 NA
deal_5908 2000 NA
deal_5909 2000 NA
deal_5910 2000 NA
deal_5911 2000 NA
deal_5912 2000 NA
deal_5913 2000 NA
deal_5914 2000 NA
deal_5915 2000 NA
deal_5916 2000 NA
deal_5917 2000 NA
deal_5918 2000 NA
deal_5919 2000 NA
deal_5920 2000 NA
deal_5921 2000 NA
deal_5922 2000 1
deal_5923 2000 3
deal_5924 2000 NA
deal_5925 2000 NA
deal_5926 2000 NA
deal_5927 2000 NA
deal_5928 2000 NA
deal_5929 2000 NA
deal_5930 2000 NA
deal_5931 2000 NA
deal_5932 2000 NA
deal_5933 2000 NA
deal_5934 2000 NA
deal_5935 2000 NA
deal_5936 2000 NA
deal_5937 2000 NA
deal_5938 2000 NA
deal_5939 2000 NA
deal_5940 2000 NA
deal_5941 2000 NA
deal_5942 2000 NA
deal_5943 2000 NA
deal_5944 2000 NA
deal_5945 2000 NA
deal_5946 2000 NA
deal_5947 2000 NA
deal_5948 2000 NA
deal_5949 2000 NA
deal_5950 2000 NA
deal_5951 2000 NA
deal_5952 2000 NA
deal_5953 2000 NA
deal_5954 2000 NA
deal_5955 2000 NA
deal_5956 2000 NA
deal_5957 2000 NA
deal_5958 2000 3
deal_5959 2000 2
deal_5960 2000 NA
deal_5961 2000 NA
deal_5962 2000 NA
deal_5963 2000 NA
deal_5964 2000 2
deal_5965 2000 2
deal_5966 2000 NA
deal_5967 2000 NA
deal_5968 2000 NA
deal_5969 2000 NA
deal_5970 2000 NA
deal_5971 2000 NA
deal_5972 2000 NA
deal_5973 2000 NA
deal_5974 2000 NA
deal_5975 2000 NA
deal_5976 2000 NA
deal_5977 2000 NA
deal_5978 2000 NA
deal_5979 2000 NA
deal_5980 2000 NA
deal_5981 2000 NA
deal_5982 2000 NA
deal_5983 2000 NA
deal_5984 2000 NA
deal_5985 2000 NA
deal_5986 2000 NA
deal_5987 2000 NA
deal_5988 2000 NA
deal_5989 2000 NA
deal_5990 2000 NA
deal_5991 2000 NA
deal_5992 2000 NA
deal_5993 2000 NA
deal_5994 2000 NA
deal_5995 2000 NA
deal_5996 2000 NA
deal_5997 2000 NA
deal_5998 2000 NA
deal_5999 2000 NA
deal_6000 2000 NA
deal_6001 2000 NA
deal_6002 2000 NA
deal_6003 2000 NA
deal_6004 2000 NA
deal_6005 2000 NA
deal_6006 2000 1
deal_6007 2000 1
deal_6008 2000 NA
deal_6009 2000 NA
deal_6010 2000 NA
deal_6011 2000 NA
deal_6012 2000 NA
deal_6013 2000 NA
deal_6014 2000 NA
deal_6015 2000 NA
deal_6016 2000 NA
deal_6017 2000 NA
deal_6018 2000 NA
deal_6019 2000 NA
deal_6020 2000 NA
deal_6021 2000 NA
deal_6022 2000 NA
deal_6023 2000 NA
deal_6024 2000 NA
deal_6025 2000 NA
deal_6026 2000 NA
deal_6027 2000 NA
deal_6028 2000 NA
deal_6029 2000 NA
deal_6030 2000 NA
deal_6031 2000 NA
deal_6032 2000 NA
deal_6033 2000 NA
deal_6034 2000 NA
deal_6035 2000 NA
deal_6036 2000 NA
deal_6037 2000 NA
deal_6038 2000 NA
deal_6039 2000 NA
deal_6040 2000 NA
deal_6041 2000 NA
deal_6042 2000 NA
deal_6043 2000 NA
deal_6044 2000 NA
deal_6045 2000 NA
deal_6046 2000 NA
deal_6047 2000 NA
deal_6048 2000 NA
deal_6049 2000 NA
deal_6050 2000 NA
deal_6051 2000 NA
deal_6052 2000 NA
deal_6053 2000 NA
deal_6054 2000 NA
deal_6055 2000 NA
deal_6056 2000 NA
deal_6057 2000 NA
deal_6058 2000 NA
deal_6059 2000 NA
deal_6060 2000 NA
deal_6061 2000 NA
deal_6062 2000 NA
deal_6063 2000 NA
deal_6064 2000 NA
deal_6065 2000 NA
deal_6066 2000 NA
deal_6067 2000 NA
deal_6068 2000 NA
deal_6069 2000 NA
deal_6070 2000 NA
deal_6071 2000 NA
deal_6072 2000 NA
deal_6073 2000 NA
deal_6074 2000 NA
deal_6075 2000 NA
deal_6076 2000 NA
deal_6077 2000 NA
deal_6078 2000 NA
deal_6079 2000 NA
deal_6080 2000 NA
deal_6081 2000 NA
deal_6082 2000 NA
deal_6083 2000 NA
deal_6084 2000 NA
deal_6085 2000 1
deal_6086 2000 1
deal_6087 2000 NA
deal_6088 2000 NA
deal_6089 2000 NA
deal_6090 2000 NA
deal_6091 2000 NA
deal_6092 2000 NA
deal_6093 2000 NA
deal_6094 2000 NA
deal_6095 2000 NA
deal_6096 2000 NA
deal_6097 2000 NA
deal_6098 2000 NA
deal_6099 2000 NA
deal_6100 2000 NA
deal_6101 2000 NA
deal_6102 2000 NA
deal_6103 2000 NA
deal_6104 2000 NA
deal_6105 2000 NA
deal_6106 2000 NA
deal_6107 2000 NA
deal_6108 2000 NA
deal_6109 2000 NA
deal_6110 2000 NA
deal_6111 2000 NA
deal_6112 2000 NA
deal_6113 2000 NA
deal_6114 2000 NA
deal_6115 2000 NA
deal_6116 2000 NA
deal_6117 2000 NA
deal_6118 2000 NA
deal_6119 2000 NA
deal_6120 2000 NA
deal_6121 2000 NA
deal_6122 2000 NA
deal_6123 2000 NA
deal_6124 2000 NA
deal_6125 2000 NA
deal_6126 2000 NA
deal_6127 2000 NA
deal_6128 2000 NA
deal_6129 2000 NA
deal_6130 2000 NA
deal_6131 2000 NA
deal_6132 2000 NA
deal_6133 2000 NA
deal_6134 2000 NA
deal_6135 2000 NA
deal_6136 2000 NA
deal_6137 2000 NA
deal_6138 2000 NA
deal_6139 2000 NA
deal_6140 2000 NA
deal_6141 2000 NA
deal_6142 2000 NA
deal_6143 2000 NA
deal_6144 2000 NA
deal_6145 2000 NA
deal_6146 2000 NA
deal_6147 2000 NA
deal_6148 2000 NA
deal_6149 2000 NA
deal_6150 2000 NA
deal_6151 2000 NA
deal_6152 2000 NA
deal_6153 2000 NA
deal_6154 2000 NA
deal_6155 2000 NA
deal_6156 2000 NA
deal_6157 2000 NA
deal_6158 2000 NA
deal_6159 2000 4
deal_6160 2000 4
deal_6161 2000 NA
deal_6162 2000 NA
deal_6163 2000 NA
deal_6164 2000 NA
deal_6165 2000 1
deal_6166 2000 3
deal_6167 2000 NA
deal_6168 2000 NA
deal_6169 2000 NA
deal_6170 2000 NA
deal_6171 2000 NA
deal_6172 2000 NA
deal_6173 2000 NA
deal_6174 2000 NA
deal_6175 2000 NA
deal_6176 2000 NA
deal_6177 2000 NA
deal_6178 2000 NA
deal_6179 2000 NA
deal_6180 2000 NA
deal_6181 2000 NA
deal_6182 2000 NA
deal_6183 2000 NA
deal_6184 2000 NA
deal_6185 2000 NA
deal_6186 2000 NA
deal_6187 2000 NA
deal_6188 2000 NA
deal_6189 2000 NA
deal_6190 2000 NA
deal_6191 2000 NA
deal_6192 2000 NA
deal_6193 2000 NA
deal_6194 2000 NA
deal_6195 2000 NA
deal_6196 2000 NA
deal_6197 2000 1
deal_6198 2000 1
deal_6199 2000 NA
deal_6200 2000 NA
deal_6201 2000 NA
deal_6202 2000 NA
deal_6203 2000 NA
deal_6204 2000 NA
deal_6205 2000 NA
deal_6206 2000 NA
deal_6207 2000 NA
deal_6208 2000 NA
deal_6209 2000 NA
deal_6210 2000 NA
deal_6211 2000 NA
deal_6212 2000 NA
deal_6213 2000 NA
deal_6214 2000 NA
deal_6215 2000 NA
deal_6216 2000 NA
deal_6217 2000 NA
deal_6218 2000 NA
deal_6219 2000 NA
deal_6220 2000 NA
deal_6221 2000 NA
deal_6222 2000 NA
deal_6223 2000 NA
deal_6224 2000 NA
deal_6225 2000 NA
deal_6226 2000 NA
deal_6227 2000 NA
deal_6228 2000 NA
deal_6229 2000 NA
deal_6230 2000 NA
deal_6231 2000 NA
deal_6232 2000 NA
deal_6233 2000 NA
deal_6234 2000 NA
deal_6235 2000 NA
deal_6236 2000 NA
deal_6237 2000 NA
deal_6238 2000 NA
deal_6239 2000 NA
deal_6240 2000 NA
deal_6241 2000 NA
deal_6242 2000 NA
deal_6243 2000 NA
deal_6244 2000 NA
deal_6245 2000 NA
deal_6246 2000 NA
deal_6247 2000 NA
deal_6248 2000 NA
deal_6249 2000 NA
deal_6250 2000 NA
deal_6251 2000 NA
deal_6252 2000 NA
deal_6253 2000 NA
deal_6254 2000 NA
deal_6255 2000 NA
deal_6256 2000 NA
deal_6257 2000 NA
deal_6258 2000 NA
deal_6259 2000 NA
deal_6260 2000 NA
deal_6261 2000 NA
deal_6262 2000 NA
deal_6263 2000 NA
deal_6264 2000 NA
deal_6265 2000 NA
deal_6266 2000 NA
deal_6267 2000 NA
deal_6268 2000 NA
deal_6269 2000 NA
deal_6270 2000 NA
deal_6271 2000 NA
deal_6272 2000 NA
deal_6273 2000 NA
deal_6274 2000 NA
deal_6275 2000 NA
deal_6276 2000 NA
deal_6277 2000 1
deal_6278 2000 1
deal_6279 2000 NA
deal_6280 2000 NA
deal_6281 2000 NA
deal_6282 2000 NA
deal_6283 2000 NA
deal_6284 2000 NA
deal_6285 2000 NA
deal_6286 2000 NA
deal_6287 2000 NA
deal_6288 2000 NA
deal_6289 2000 NA
deal_6290 2000 NA
deal_6291 2000 NA
deal_6292 2000 NA
deal_6293 2000 NA
deal_6294 2000 NA
deal_6295 2000 NA
deal_6296 2000 NA
deal_6297 2000 NA
deal_6298 2000 NA
deal_6299 2000 NA
deal_6300 2000 NA
deal_6301 2000 NA
deal_6302 2000 NA
deal_6303 2000 NA
deal_6304 2000 NA
deal_6305 2000 NA
deal_6306 2000 NA
deal_6307 2000 NA
deal_6308 2000 NA
deal_6309 2000 NA
deal_6310 2000 NA
deal_6311 2000 NA
deal_6312 2000 NA
deal_6313 2000 NA
deal_6314 2000 NA
deal_6315 2000 NA
deal_6316 2000 NA
deal_6317 2000 NA
deal_6318 2000 NA
deal_6319 2000 NA
deal_6320 2000 NA
deal_6321 2000 NA
deal_6322 2000 NA
deal_6323 2000 NA
deal_6324 2000 NA
deal_6325 2000 NA
deal_6326 2000 NA
deal_6327 2000 NA
deal_6328 2000 NA
deal_6329 2000 NA
deal_6330 2000 NA
deal_6331 2000 NA
deal_6332 2000 NA
deal_6333 2000 NA
deal_6334 2000 NA
deal_6335 2000 NA
deal_6336 2000 NA
deal_6337 2000 NA
deal_6338 2000 NA
deal_6339 2000 NA
deal_6340 2000 NA
deal_6341 2000 NA
deal_6342 2000 NA
deal_6343 2000 NA
deal_6344 2000 NA
deal_6345 2000 NA
deal_6346 2000 NA
deal_6347 2000 NA
deal_6348 2000 NA
deal_6349 2000 NA
deal_6350 2000 NA
deal_6351 2000 4
deal_6352 2000 4
deal_6353 2000 NA
deal_6354 2000 NA
deal_6355 2000 NA
deal_6356 2000 NA
deal_6357 2000 3
deal_6358 2000 1
deal_6359 2000 NA
deal_6360 2000 NA
deal_6361 2000 NA
deal_6362 2000 NA
deal_6363 2000 NA
deal_6364 2000 NA
deal_6365 2000 NA
deal_6366 2000 NA
deal_6367 2000 NA
deal_6368 2001 NA
deal_6369 2001 NA
deal_6370 2001 NA
deal_6371 2001 NA
deal_6372 2001 2
deal_6373 2001 2
deal_6374 2001 NA
deal_6375 2001 NA
deal_6376 2001 NA
deal_6377 2001 NA
deal_6378 2001 NA
deal_6379 2001 NA
deal_6380 2001 NA
deal_6381 2001 NA
deal_6382 2001 NA
deal_6383 2001 NA
deal_6384 2001 NA
deal_6385 2001 NA
deal_6386 2001 NA
deal_6387 2001 NA
deal_6388 2001 NA
deal_6389 2001 NA
deal_6390 2001 NA
deal_6391 2001 NA
deal_6392 2001 NA
deal_6393 2001 NA
deal_6394 2001 NA
deal_6395 2001 NA
deal_6396 2001 NA
deal_6397 2001 NA
deal_6398 2001 NA
deal_6399 2001 NA
deal_6400 2001 4
deal_6401 2001 4
deal_6402 2001 NA
deal_6403 2001 NA
deal_6404 2001 NA
deal_6405 2001 NA
deal_6406 2001 NA
deal_6407 2001 NA
deal_6408 2001 NA
deal_6409 2001 NA
deal_6410 2001 NA
deal_6411 2001 NA
deal_6412 2001 NA
deal_6413 2001 NA
deal_6414 2001 NA
deal_6415 2001 NA
deal_6416 2001 NA
deal_6417 2001 NA
deal_6418 2001 NA
deal_6419 2001 NA
deal_6420 2001 NA
deal_6421 2001 NA
deal_6422 2001 NA
deal_6423 2001 NA
deal_6424 2001 NA
deal_6425 2001 NA
deal_6426 2001 NA
deal_6427 2001 NA
deal_6428 2001 NA
deal_6429 2001 NA
deal_6430 2001 NA
deal_6431 2001 NA
deal_6432 2001 NA
deal_6433 2001 NA
deal_6434 2001 NA
deal_6435 2001 NA
deal_6436 2001 NA
deal_6437 2001 NA
deal_6438 2001 NA
deal_6439 2001 NA
deal_6440 2001 NA
deal_6441 2001 NA
deal_6442 2001 NA
deal_6443 2001 NA
deal_6444 2001 NA
deal_6445 2001 NA
deal_6446 2001 NA
deal_6447 2001 NA
deal_6448 2001 NA
deal_6449 2001 NA
deal_6450 2001 NA
deal_6451 2001 NA
deal_6452 2001 NA
deal_6453 2001 NA
deal_6454 2001 NA
deal_6455 2001 NA
deal_6456 2001 NA
deal_6457 2001 NA
deal_6458 2001 NA
deal_6459 2001 NA
deal_6460 2001 NA
deal_6461 2001 NA
deal_6462 2001 NA
deal_6463 2001 NA
deal_6464 2001 NA
deal_6465 2001 NA
deal_6466 2001 NA
deal_6467 2001 NA
deal_6468 2001 NA
deal_6469 2001 NA
deal_6470 2001 NA
deal_6471 2001 NA
deal_6472 2001 NA
deal_6473 2001 NA
deal_6474 2001 NA
deal_6475 2001 NA
deal_6476 2001 NA
deal_6477 2001 NA
deal_6478 2001 NA
deal_6479 2001 NA
deal_6480 2001 NA
deal_6481 2001 NA
deal_6482 2001 NA
deal_6483 2001 NA
deal_6484 2001 NA
deal_6485 2001 NA
deal_6486 2001 NA
deal_6487 2001 NA
deal_6488 2001 NA
deal_6489 2001 NA
deal_6490 2001 NA
deal_6491 2001 NA
deal_6492 2001 NA
deal_6493 2001 NA
deal_6494 2001 1
deal_6495 2001 3
deal_6496 2001 NA
deal_6497 2001 NA
deal_6498 2001 NA
deal_6499 2001 NA
deal_6500 2001 NA
deal_6501 2001 NA
deal_6502 2001 NA
deal_6503 2001 NA
deal_6504 2001 NA
deal_6505 2001 NA
deal_6506 2001 NA
deal_6507 2001 NA
deal_6508 2001 NA
deal_6509 2001 NA
deal_6510 2001 NA
deal_6511 2001 NA
deal_6512 2001 NA
deal_6513 2001 NA
deal_6514 2001 NA
deal_6515 2001 NA
deal_6516 2001 NA
deal_6517 2001 NA
deal_6518 2001 NA
deal_6519 2001 NA
deal_6520 2001 NA
deal_6521 2001 NA
deal_6522 2001 NA
deal_6523 2001 NA
deal_6524 2001 NA
deal_6525 2001 NA
deal_6526 2001 NA
deal_6527 2001 NA
deal_6528 2001 NA
deal_6529 2001 NA
deal_6530 2001 NA
deal_6531 2001 NA
deal_6532 2001 NA
deal_6533 2001 NA
deal_6534 2001 NA
deal_6535 2001 NA
deal_6536 2001 NA
deal_6537 2001 NA
deal_6538 2001 NA
deal_6539 2001 NA
deal_6540 2001 NA
deal_6541 2001 NA
deal_6542 2001 NA
deal_6543 2001 NA
deal_6544 2001 NA
deal_6545 2001 NA
deal_6546 2001 NA
deal_6547 2001 NA
deal_6548 2001 NA
deal_6549 2001 NA
deal_6550 2001 NA
deal_6551 2001 NA
deal_6552 2001 NA
deal_6553 2001 NA
deal_6554 2001 NA
deal_6555 2001 NA
deal_6556 2001 NA
deal_6557 2001 NA
deal_6558 2001 NA
deal_6559 2001 NA
deal_6560 2001 NA
deal_6561 2001 NA
deal_6562 2001 NA
deal_6563 2001 NA
deal_6564 2001 NA
deal_6565 2001 NA
deal_6566 2001 NA
deal_6567 2001 NA
deal_6568 2001 NA
deal_6569 2001 NA
deal_6570 2001 NA
deal_6571 2001 NA
deal_6572 2001 NA
deal_6573 2001 NA
deal_6574 2001 NA
deal_6575 2001 NA
deal_6576 2001 NA
deal_6577 2001 NA
deal_6578 2001 NA
deal_6579 2001 NA
deal_6580 2001 NA
deal_6581 2001 NA
deal_6582 2001 NA
deal_6583 2001 NA
deal_6584 2001 NA
deal_6585 2001 NA
deal_6586 2001 NA
deal_6587 2001 NA
deal_6588 2001 NA
deal_6589 2001 NA
deal_6590 2001 NA
deal_6591 2001 NA
deal_6592 2001 NA
deal_6593 2001 NA
deal_6594 2001 NA
deal_6595 2001 NA
deal_6596 2001 NA
deal_6597 2001 NA
deal_6598 2001 NA
deal_6599 2001 NA
deal_6600 2001 NA
deal_6601 2001 NA
deal_6602 2001 NA
deal_6603 2001 NA
deal_6604 2001 NA
deal_6605 2001 NA
deal_6606 2001 NA
deal_6607 2001 NA
deal_6608 2001 NA
deal_6609 2001 NA
deal_6610 2001 NA
deal_6611 2001 NA
deal_6612 2001 NA
deal_6613 2001 NA
deal_6614 2001 NA
deal_6615 2001 NA
deal_6616 2001 NA
deal_6617 2001 NA
deal_6618 2001 NA
deal_6619 2001 NA
deal_6620 2001 1
deal_6621 2001 4
deal_6622 2001 3
deal_6623 2001 3
deal_6624 2001 3
deal_6625 2001 3
deal_6626 2001 3
deal_6627 2001 1
deal_6628 2001 1
deal_6629 2001 1
deal_6630 2001 NA
deal_6631 2001 3
deal_6632 2001 3
deal_6633 2001 3
deal_6634 2001 3
deal_6635 2001 1
deal_6636 2001 1
deal_6637 2001 1
deal_6638 2001 NA
deal_6639 2001 3
deal_6640 2001 3
deal_6641 2001 3
deal_6642 2001 1
deal_6643 2001 1
deal_6644 2001 1
deal_6645 2001 NA
deal_6646 2001 3
deal_6647 2001 3
deal_6648 2001 3
deal_6649 2001 3
deal_6650 2001 1
deal_6651 2001 1
deal_6652 2001 1
deal_6653 2001 NA
deal_6654 2001 4
deal_6655 2001 4
deal_6656 2001 4
deal_6657 2001 1
deal_6658 2001 1
deal_6659 2001 1
deal_6660 2001 NA
deal_6661 2001 4
deal_6662 2001 4
deal_6663 2001 4
deal_6664 2001 4
deal_6665 2001 1
deal_6666 2001 1
deal_6667 2001 1
deal_6668 2001 NA
deal_6669 2001 1
deal_6670 2001 1
deal_6671 2001 NA
deal_6672 2001 1
deal_6673 2001 1
deal_6674 2001 1
deal_6675 2001 NA
deal_6676 2001 NA
deal_6677 2001 NA
deal_6678 2001 NA
deal_6679 2001 NA
deal_6680 2001 NA
deal_6681 2001 NA
deal_6682 2001 NA
deal_6683 2001 NA
deal_6684 2001 NA
deal_6685 2003 NA
deal_6686 2003 NA
deal_6687 2003 NA
deal_6688 2003 NA
deal_6689 2003 NA
deal_6690 2003 NA
deal_6691 2003 NA
deal_6692 2003 NA
deal_6693 2003 NA
deal_6694 2003 NA
deal_6695 2003 NA
deal_6696 2003 NA
deal_6697 2003 NA
deal_6698 2003 NA
deal_6699 2003 NA
deal_6700 2003 NA
deal_6701 2003 NA
deal_6702 2003 NA
deal_6703 2003 NA
deal_6704 2003 NA
deal_6705 2003 3
deal_6706 2003 3
deal_6707 2003 NA
deal_6708 2003 NA
deal_6709 2003 NA
deal_6710 2003 NA
deal_6711 2003 NA
deal_6712 2003 NA
deal_6713 2003 NA
deal_6714 2003 NA
deal_6715 2003 NA
deal_6716 2003 NA
deal_6717 2003 NA
deal_6718 2003 NA
deal_6719 2003 NA
deal_6720 2003 NA
deal_6721 2003 NA
deal_6722 2003 NA
deal_6723 2003 NA
deal_6724 2003 NA
deal_6725 2003 NA
deal_6726 2003 3
deal_6727 2003 NA
deal_6728 2003 NA
deal_6729 2003 NA
deal_6730 2003 NA
deal_6731 2003 NA
deal_6732 2003 NA
deal_6733 2003 NA
deal_6734 2003 NA
deal_6735 2003 NA
deal_6736 2003 NA
deal_6737 2003 NA
deal_6738 2003 NA
deal_6739 2003 NA
deal_6740 2003 NA
deal_6741 2003 NA
deal_6742 2003 NA
deal_6743 2003 NA
deal_6744 2003 3
deal_6745 2003 NA
deal_6746 2003 NA
deal_6747 2003 NA
deal_6748 2003 NA
deal_6749 2003 NA
deal_6750 2003 NA
deal_6751 2003 NA
deal_6752 2003 NA
deal_6753 2003 NA
deal_6754 2003 NA
deal_6755 2003 NA
deal_6756 2003 NA
deal_6757 2003 NA
deal_6758 2003 NA
deal_6759 2003 NA
deal_6760 2003 NA
deal_6761 2003 NA
deal_6762 2003 NA
deal_6763 2003 NA
deal_6764 2003 NA
deal_6765 2003 NA
deal_6766 2003 NA
deal_6767 2003 NA
deal_6768 2003 NA
deal_6769 2003 NA
deal_6770 2003 NA
deal_6771 2003 NA
deal_6772 2003 NA
deal_6773 2003 2
deal_6774 2003 2
deal_6775 2003 NA
deal_6776 2003 NA
deal_6777 2003 NA
deal_6778 2003 NA
deal_6779 2003 NA
deal_6780 2003 3
deal_6781 2003 4
deal_6782 2003 NA
deal_6783 2003 NA
deal_6784 2003 NA
deal_6785 2003 NA
deal_6786 2003 4
deal_6787 2003 2
deal_6788 2003 NA
deal_6789 2003 NA
deal_6790 2003 NA
deal_6791 2003 NA
