ID Year contested_auction
deal_1455 2001 1
deal_1456 2001 1
deal_1457 2001 0
deal_1458 2001 0
deal_1459 2001 0
deal_1460 2001 1
deal_1461 2001 1
deal_1462 2001 1
deal_1463 2001 1
deal_1464 2001 1
deal_1465 2001 1
deal_1466 2001 1
deal_1467 2001 0
deal_1468 2001 1
deal_1469 2001 1
deal_1470 2001 1
deal_1471 2001 1
deal_1472 2001 1
deal_1473 2001 1
deal_1474 2001 0
deal_1475 2001 0
deal_1476 2001 0
deal_1477 2001 0
deal_1478 2001 1
deal_1479 2001 0
deal_1480 2001 1
deal_1481 2001 1
deal_1482 2001 1
deal_1483 2001 1
deal_1484 2001 1
deal_1485 2001 1
deal_1486 2001 0
deal_1487 2001 0
deal_1488 2001 1
deal_1489 2001 0
deal_1490 2001 0
deal_1491 2001 1
deal_1492 2001 1
deal_1493 2001 1
deal_1494 2001 0
deal_1495 2001 0
deal_1496 2001 1
deal_1497 2001 1
deal_1498 2001 1
deal_1499 2001 0
deal_1500 2001 1
deal_1501 2001 1
deal_1502 2001 0
deal_1503 2001 0
deal_1504 2001 0
deal_1505 2001 0
deal_1506 2001 1
deal_1507 2001 1
deal_1508 2001 1
deal_1509 2001 1
deal_1510 2001 1
deal_1511 2001 1
deal_1512 2001 1
deal_1513 2001 1
deal_1514 2001 1
deal_1515 2001 1
deal_1516 2001 1
deal_1517 2001 1
deal_1518 2001 1
deal_1519 2001 1
deal_1520 2001 1
deal_1521 2001 1
deal_1522 2001 0
deal_1523 2001 1
deal_1524 2001 0
deal_1525 2001 0
deal_1526 2001 1
deal_1527 2001 1
deal_1528 2001 1
deal_1529 2001 1
deal_1530 2001 1
deal_1531 2001 0
deal_1532 2001 0
deal_1533 2001 0
deal_1534 2001 1
deal_1535 2001 1
deal_1536 2001 0
deal_1537 2001 0
deal_1538 2001 1
deal_1539 2001 1
deal_1540 2001 0
deal_1541 2001 0
deal_1542 2001 1
deal_1543 2001 1
deal_1544 2001 0
deal_1545 2001 0
deal_1546 2001 0
deal_1547 2001 0
deal_1548 2001 1
deal_1549 2001 1
deal_1550 2001 0
deal_1551 2001 1
deal_1552 2001 1
deal_1553 2001 1
deal_1554 2001 0
deal_1555 2001 1
deal_1556 2001 0
deal_1557 2001 1
deal_1558 2001 0
deal_1559 2001 0
deal_1560 2001 1
deal_1561 2001 1
deal_1562 2001 0
deal_1563 2001 0
deal_1564 2001 1
deal_1565 2001 0
deal_1566 2001 1
deal_1567 2001 1
deal_1568 2001 1
deal_1569 2001 1
deal_1570 2001 1
deal_1571 2001 1
deal_1572 2001 0
deal_1573 2001 0
deal_1574 2001 0
deal_1575 2001 1
deal_1576 2001 0
deal_1577 2001 1
deal_1578 2001 0
deal_1579 2001 1
deal_1580 2001 0
deal_1581 2001 1
deal_1582 2001 1
deal_1583 2001 0
deal_1584 2001 1
deal_1585 2001 0
deal_1586 2001 0
deal_1587 2001 0
deal_1588 2001 1
deal_1589 2001 0
deal_1590 2001 1
deal_1591 2001 1
deal_1592 2001 1
deal_1593 2001 1
deal_1594 2001 1
deal_1595 2001 0
deal_1596 2001 0
deal_1597 2001 0
deal_1598 2001 0
deal_1599 2001 0
deal_1600 2001 0
deal_1601 2001 1
deal_1602 2001 0
deal_1603 2001 0
deal_1604 2001 0
deal_1605 2001 0
deal_1606 2001 0
deal_1607 2001 0
deal_1608 2001 0
deal_1609 2001 1
deal_1610 2001 1
deal_1611 2001 1
deal_1612 2001 0
deal_1613 2001 0
deal_1614 2001 1
deal_1615 2001 1
deal_1616 2001 0
deal_1617 2001 0
deal_1618 2001 1
deal_1619 2001 1
deal_1620 2001 1
deal_1621 2001 1
deal_1622 2001 0
deal_1623 2001 0
deal_1624 2001 1
deal_1625 2001 1
deal_1626 2001 1
deal_1628 2001 1
deal_1629 2001 1
deal_1630 2001 0
deal_1631 2001 0
deal_1632 2001 1
deal_1633 2001 1
deal_1634 2001 0
deal_1635 2001 1
deal_1636 2001 1
deal_1637 2001 1
deal_1639 2001 1
deal_1640 2001 1
deal_1641 2001 1
deal_1642 2001 0
deal_1644 2001 1
deal_1645 2001 1
deal_1646 2001 1
deal_1647 2001 1
deal_1648 2001 1
deal_1649 2001 1
deal_1650 2001 1
deal_1651 2001 1
deal_1652 2001 1
deal_1653 2001 1
deal_1654 2001 1
deal_1655 2001 1
deal_1656 2001 0
deal_1657 2001 1
deal_1658 2001 1
deal_1659 2001 1
deal_1660 2001 0
deal_1661 2001 1
deal_1662 2001 1
deal_1663 2001 1
deal_1664 2001 0
deal_1665 2001 0
deal_1666 2001 1
deal_1667 2001 0
deal_1668 2001 0
deal_1669 2001 0
deal_1670 2001 0
deal_1671 2001 0
deal_1672 2001 0
deal_1673 2001 1
deal_1674 2001 1
deal_1675 2001 0
deal_1676 2001 1
deal_1677 2001 1
deal_1678 2001 0
deal_1679 2001 0
deal_1680 2001 1
deal_1681 2001 1
deal_1682 2001 0
deal_1683 2001 1
deal_1684 2001 0
deal_1685 2001 0
deal_1686 2001 1
deal_1687 2001 1
deal_1688 2001 0
deal_1689 2001 0
deal_1690 2001 0
deal_1691 2001 0
deal_1692 2001 0
deal_1693 2001 0
deal_1694 2001 0
deal_1695 2001 0
deal_1696 2001 0
deal_1697 2001 0
deal_1698 2001 0
deal_1699 2001 0
deal_1700 2001 0
deal_1701 2001 0
deal_1702 2001 1
deal_1703 2001 1
deal_1704 2001 0
deal_1705 2001 0
deal_1706 2001 0
deal_1707 2001 0
deal_1708 2001 1
deal_1709 2001 0
deal_1710 2001 0
deal_1711 2001 0
deal_1712 2001 1
deal_1713 2001 1
deal_1714 2001 0
deal_1715 2001 1
deal_1716 2001 1
deal_1717 2001 0
deal_1718 2001 0
deal_1719 2001 1
deal_1720 2001 0
deal_1721 2001 1
deal_1722 2001 1
deal_1723 2001 1
deal_1724 2001 0
deal_1725 2001 0
deal_1726 2001 1
deal_1727 2001 0
deal_1728 2001 0
deal_1729 2001 0
deal_1730 2001 0
deal_1731 2001 0
deal_1732 2001 1
deal_1733 2001 0
deal_1734 2001 1
deal_1735 2001 1
deal_1736 2001 1
deal_1737 2001 1
deal_1738 2001 0
deal_1739 2001 0
deal_1740 2001 0
deal_1741 2001 0
deal_1742 2001 0
deal_1743 2001 0
deal_1744 2001 1
deal_1745 2001 1
deal_1746 2001 0
deal_1747 2001 1
deal_1748 2001 1
deal_1749 2001 1
deal_1750 2001 0
deal_1751 2001 0
deal_1752 2001 1
deal_1753 2001 1
deal_1754 2001 0
deal_1755 2001 0
deal_1756 2001 1
deal_1757 2001 1
deal_1758 2001 0
deal_1759 2001 0
deal_1760 2001 1
deal_1761 2001 1
deal_1762 2001 0
deal_1763 2001 0
deal_1764 2001 1
deal_1765 2001 1
deal_1766 2001 1
deal_1767 2001 1
deal_1768 2001 0
deal_1769 2001 0
deal_1770 2001 1
deal_1771 2001 1
deal_1772 2001 0
deal_1773 2001 1
deal_1774 2001 1
deal_1775 2001 1
deal_1776 2001 0
deal_1777 2001 0
deal_1778 2001 0
deal_1779 2001 0
deal_1780 2001 1
deal_1781 2001 1
deal_1782 2001 1
deal_1783 2001 0
deal_1784 2001 1
deal_1785 2001 1
deal_1786 2001 0
deal_1787 2001 0
deal_1788 2001 1
deal_1789 2001 0
deal_1790 2001 1
deal_1791 2001 1
deal_1792 2001 0
deal_1793 2001 0
deal_1794 2001 0
deal_1795 2001 0
deal_1796 2001 1
deal_1797 2001 1
deal_1798 2001 1
deal_1799 2001 1
deal_1800 2001 1
deal_1801 2001 1
deal_1802 2001 1
deal_1803 2001 1
deal_1804 2001 1
deal_1805 2001 1
deal_1806 2001 1
deal_1807 2001 1
deal_1808 2001 0
deal_1809 2001 0
deal_1810 2001 0
deal_1811 2001 0
deal_1812 2001 1
deal_1813 2001 1
deal_1814 2001 1
deal_1815 2001 1
deal_1816 2001 0
deal_1817 2001 0
deal_1818 2001 0
deal_1819 2001 0
deal_1820 2001 1
deal_1821 2001 1
deal_1822 2001 1
deal_1823 2001 1
deal_1824 2001 1
deal_1825 2001 1
deal_1826 2001 0
deal_1827 2001 0
deal_1828 2001 1
deal_1829 2001 1
deal_1830 2001 1
deal_1831 2001 0
deal_1832 2001 1
deal_1833 2001 1
deal_1834 2001 0
deal_1835 2001 0
deal_1836 2001 0
deal_1837 2001 0
deal_1838 2001 0
deal_1839 2001 1
deal_1840 2001 0
deal_1841 2001 0
deal_1842 2001 0
deal_1843 2001 0
deal_1844 2001 1
deal_1845 2001 0
deal_1846 2001 1
deal_1847 2001 1
deal_1848 2001 0
deal_1849 2001 0
deal_1850 2001 1
deal_1851 2001 1
deal_1852 2001 1
deal_1853 2001 1
deal_1854 2001 0
deal_1855 2001 1
deal_1856 2001 1
deal_1857 2001 1
deal_1858 2001 0
deal_1859 2001 0
deal_1860 2001 0
deal_1861 2001 0
deal_1862 2001 0
deal_1863 2001 0
deal_1864 2001 1
deal_1865 2001 1
deal_1866 2001 0
deal_1867 2001 0
deal_1868 2001 0
deal_1869 2001 1
deal_1870 2001 1
deal_1871 2001 0
deal_1872 2001 1
deal_1873 2001 1
deal_1874 2001 0
deal_1875 2001 1
deal_1876 2001 0
deal_1877 2001 0
deal_1878 2001 0
deal_1879 2001 0
deal_1880 2001 0
deal_1881 2001 0
deal_1882 2001 1
deal_1883 2001 0
deal_1884 2001 0
deal_1885 2001 0
deal_1886 2001 1
deal_1887 2001 0
deal_1888 2001 0
deal_1889 2001 1
deal_1890 2001 0
deal_1891 2001 0
deal_1892 2001 1
deal_1893 2001 1
deal_1894 2001 1
deal_1895 2001 1
deal_1896 2001 0
deal_1897 2001 1
deal_1898 2001 1
deal_1899 2001 1
deal_1900 2001 1
deal_1901 2001 1
deal_1902 2001 1
deal_1903 2001 1
deal_1904 2001 0
deal_1905 2001 0
deal_1906 2001 1
deal_1907 2001 1
deal_1908 2001 1
deal_1909 2001 1
deal_1910 2001 1
deal_1911 2001 1
deal_1912 2001 1
deal_1913 2001 1
deal_1914 2001 0
deal_1915 2001 0
deal_1916 2001 1
deal_1917 2001 1
deal_1918 2001 1
deal_1919 2001 1
deal_1920 2001 1
deal_1921 2001 0
deal_1922 2001 1
deal_1923 2001 1
deal_1924 2001 1
deal_1925 2001 1
deal_1926 2001 0
deal_1927 2001 0
deal_1928 2001 1
deal_1929 2001 1
deal_1930 2001 0
deal_1931 2001 0
deal_1932 2001 0
deal_1933 2001 0
deal_1934 2001 1
deal_1935 2001 1
deal_1936 2001 0
deal_1937 2001 0
deal_1938 2001 1
deal_1939 2001 1
deal_1940 2001 0
deal_1941 2001 1
deal_1942 2001 1
deal_1943 2001 1
deal_1944 2001 1
deal_1945 2001 1
deal_1946 2001 0
deal_1947 2001 0
deal_1948 2001 1
deal_1949 2001 0
deal_1950 2001 1
deal_1951 2001 1
deal_1952 2001 0
deal_1953 2001 0
deal_1954 2001 1
deal_1955 2001 1
deal_1956 2001 1
deal_1957 2001 1
deal_1958 2001 1
deal_1959 2001 1
deal_1960 2001 0
deal_1961 2001 0
deal_1962 2001 1
deal_1963 2001 1
deal_1964 2001 1
deal_1965 2001 1
deal_1966 2001 1
deal_1967 2001 1
deal_1968 2001 0
deal_1969 2001 0
deal_1970 2001 1
deal_1971 2001 1
deal_1972 2001 0
deal_1973 2001 0
deal_1974 2001 1
deal_1975 2001 1
deal_1976 2001 0
deal_1977 2001 0
deal_1978 2001 1
deal_1979 2001 1
deal_1980 2001 1
deal_1981 2001 1
deal_1982 2001 0
deal_1983 2001 0
deal_1984 2001 1
deal_1985 2001 1
deal_1986 2001 1
deal_1987 2001 1
deal_1988 2001 1
deal_1989 2001 0
deal_1990 2001 0
deal_1991 2001 0
deal_1992 2001 0
deal_1993 2001 0
deal_1994 2001 0
deal_1995 2001 0
deal_1996 2001 1
deal_1997 2001 1
deal_1998 2001 1
deal_1999 2001 1
deal_2000 2001 0
deal_2001 2001 0
deal_2002 2001 1
deal_2003 2001 1
deal_2004 2001 1
deal_2005 2001 1
deal_2006 2001 0
deal_2007 2001 1
deal_2008 2001 0
deal_2009 2001 1
deal_2010 2001 1
deal_2011 2001 1
deal_2012 2001 0
deal_2013 2001 0
deal_2014 2001 0
deal_2015 2001 0
deal_2016 2001 0
deal_2017 2001 0
deal_2018 2001 0
deal_2019 2001 1
deal_2020 2001 1
deal_2021 2001 1
deal_2022 2001 0
deal_2023 2001 0
deal_2024 2001 0
deal_2025 2001 0
deal_2026 2001 0
deal_2027 2001 1
deal_2028 2001 1
deal_2029 2001 1
deal_2030 2001 0
deal_2031 2001 1
deal_2032 2001 0
deal_2033 2001 0
deal_2034 2001 0
deal_2035 2001 0
deal_2036 2001 1
deal_2037 2001 1
deal_2038 2001 0
deal_2039 2001 0
deal_2040 2001 1
deal_2041 2001 1
deal_2042 2001 0
deal_2043 2001 0
deal_2044 2001 0
deal_2045 2001 0
deal_2046 2001 0
deal_2047 2001 0
deal_2048 2001 0
deal_2049 2001 1
deal_2050 2001 1
deal_2051 2001 1
deal_2052 2001 1
deal_2053 2001 1
deal_2054 2001 1
deal_2055 2001 0
deal_2056 2001 0
deal_2057 2001 0
deal_2058 2001 0
deal_2059 2001 0
deal_2060 2001 1
deal_2061 2001 0
deal_2062 2001 0
deal_2063 2001 0
deal_2064 2001 1
deal_2065 2001 1
deal_2066 2001 1
deal_2067 2001 1
deal_2068 2001 1
deal_2069 2001 0
deal_2070 2001 0
deal_2071 2001 0
deal_2072 2001 1
deal_2073 2001 1
deal_2074 2001 1
deal_2075 2001 0
deal_2076 2001 0
deal_2077 2001 0
deal_2078 2001 1
deal_2079 2001 1
deal_2080 2001 1
deal_2081 2001 1
deal_2082 2001 1
deal_2083 2001 1
deal_2084 2001 1
deal_2085 2001 1
deal_2086 2001 0
deal_2087 2001 1
deal_2088 2001 0
deal_2089 2001 0
deal_2090 2001 1
deal_2091 2001 1
deal_2092 2001 0
deal_2093 2001 0
deal_2094 2001 1
deal_2095 2001 1
deal_2096 2001 0
deal_2097 2001 0
deal_2098 2001 1
deal_2099 2001 1
deal_2100 2001 1
deal_2101 2001 0
deal_2102 2001 0
deal_2103 2001 0
deal_2104 2001 0
deal_2105 2001 0
deal_2106 2001 0
deal_2107 2001 1
deal_2108 2001 0
deal_2109 2001 0
deal_2110 2001 1
deal_2111 2001 1
deal_2112 2001 1
deal_2113 2001 0
deal_2114 2001 0
deal_2115 2001 0
deal_2116 2001 1
deal_2117 2001 0
deal_2118 2001 0
deal_2119 2001 0
deal_2120 2001 0
deal_2121 2001 0
deal_2122 2001 0
deal_2123 2001 0
deal_2124 2001 0
deal_2125 2001 0
deal_2126 2001 0
deal_2127 2001 1
deal_2128 2001 1
deal_2129 2001 0
deal_2130 2001 0
deal_2131 2001 0
deal_2132 2001 1
deal_2133 2001 1
deal_2134 2001 0
deal_2135 2001 0
deal_2136 2001 0
deal_2137 2001 1
deal_2138 2001 0
deal_2139 2001 0
deal_2140 2001 1
deal_2141 2001 1
deal_2142 2001 1
deal_2143 2001 1
deal_2144 2001 0
deal_2145 2001 0
deal_2146 2001 0
deal_2147 2001 1
deal_2148 2001 1
deal_2149 2001 1
deal_2150 2001 0
deal_2151 2001 0
deal_2152 2001 1
deal_2153 2001 0
deal_2154 2001 0
deal_2155 2001 1
deal_2156 2001 0
deal_2157 2001 0
deal_2158 2001 1
deal_2159 2001 0
deal_2160 2001 1
deal_2161 2001 1
deal_2162 2001 0
deal_2163 2001 0
deal_2164 2001 0
deal_2165 2001 0
deal_2166 2001 1
deal_2167 2001 1
deal_2168 2001 0
deal_2169 2001 1
deal_2170 2001 0
deal_2171 2001 1
deal_2172 2001 1
deal_2173 2001 0
deal_2174 2001 1
deal_2175 2001 1
deal_2176 2001 1
deal_2177 2001 1
deal_2178 2001 0
deal_2179 2001 0
deal_2180 2001 0
deal_2181 2001 0
deal_2182 2001 0
deal_2183 2001 0
deal_2184 2001 1
deal_2185 2001 1
deal_2186 2001 0
deal_2187 2001 0
deal_2188 2001 0
deal_2189 2001 0
deal_2190 2001 0
deal_2191 2001 1
deal_2192 2001 1
deal_2193 2001 1
deal_2194 2001 0
deal_2195 2001 0
deal_2196 2001 1
deal_2197 2001 1
deal_2198 2001 0
deal_2199 2001 0
deal_2200 2001 0
deal_2201 2001 1
deal_2202 2001 1
deal_2203 2001 1
deal_2204 2001 1
deal_2205 2001 1
deal_2206 2001 1
deal_2207 2002 0
deal_2208 2002 0
deal_2209 2002 1
deal_2210 2002 1
deal_2211 2002 0
deal_2212 2002 0
deal_2213 2002 0
deal_2214 2002 0
deal_2215 2002 1
deal_2216 2002 1
deal_2217 2002 1
deal_2218 2002 0
deal_2219 2002 0
deal_2220 2002 1
deal_2221 2002 1
deal_2222 2002 1
deal_2223 2002 0
deal_2224 2002 0
deal_2225 2002 1
deal_2226 2002 1
deal_2227 2002 1
deal_2228 2002 1
deal_2229 2002 0
deal_2230 2002 0
deal_2231 2002 1
deal_2232 2002 1
deal_2233 2002 0
deal_2234 2002 1
deal_2235 2002 1
deal_2236 2002 1
deal_2237 2002 0
deal_2238 2002 0
deal_2239 2002 0
deal_2240 2002 0
deal_2241 2002 1
deal_2242 2002 1
deal_2243 2002 1
deal_2244 2002 1
deal_2245 2002 0
deal_2246 2002 0
deal_2247 2002 1
deal_2248 2002 1
deal_2249 2002 0
deal_2250 2002 0
deal_2251 2002 0
deal_2252 2002 0
deal_2253 2002 1
deal_2254 2002 1
deal_2255 2002 1
deal_2256 2002 0
deal_2257 2002 0
deal_2258 2002 1
deal_2259 2002 1
deal_2260 2002 1
deal_2261 2002 0
deal_2262 2002 0
deal_2263 2002 1
deal_2264 2002 1
deal_2265 2002 0
deal_2266 2002 0
deal_2267 2002 1
deal_2268 2002 1
deal_2269 2002 0
deal_2270 2002 0
deal_2271 2002 0
deal_2272 2002 0
deal_2273 2002 0
deal_2274 2002 0
deal_2275 2002 0
deal_2276 2002 0
deal_2277 2002 1
deal_2278 2002 1
deal_2279 2002 1
deal_2280 2002 1
deal_2281 2002 0
deal_2282 2002 0
deal_2283 2002 0
deal_2284 2002 0
deal_2285 2002 0
deal_2286 2002 0
deal_2287 2002 0
deal_2288 2002 0
deal_2289 2002 1
deal_2290 2002 1
deal_2291 2002 1
deal_2292 2002 1
deal_2293 2002 1
deal_2294 2002 1
deal_2295 2002 0
deal_2296 2002 1
deal_2297 2002 0
deal_2298 2002 1
deal_2299 2002 1
deal_2300 2002 1
deal_2301 2002 1
deal_2302 2002 1
deal_2303 2002 0
deal_2304 2002 0
deal_2305 2002 1
deal_2306 2002 1
deal_2307 2002 1
deal_2308 2002 1
deal_2309 2002 1
deal_2310 2002 1
deal_2311 2002 1
deal_2312 2002 1
deal_2313 2002 1
deal_2314 2002 1
deal_2315 2002 0
deal_2316 2002 1
deal_2317 2002 1
deal_2318 2002 1
deal_2319 2002 0
deal_2320 2002 0
deal_2321 2002 1
deal_2322 2002 1
deal_2323 2002 1
deal_2324 2002 0
deal_2325 2002 1
deal_2326 2002 1
deal_2327 2002 1
deal_2328 2002 1
deal_2329 2002 0
deal_2330 2002 1
deal_2331 2002 0
deal_2332 2002 0
deal_2333 2002 0
deal_2334 2002 0
deal_2335 2002 0
deal_2336 2002 0
deal_2337 2002 1
deal_2338 2002 1
deal_2339 2002 0
deal_2340 2002 0
deal_2341 2002 1
deal_2342 2002 1
deal_2343 2002 1
deal_2344 2002 0
deal_2345 2002 1
deal_2346 2002 1
deal_2347 2002 0
deal_2348 2002 0
deal_2349 2002 0
deal_2350 2002 0
deal_2351 2002 1
deal_2352 2002 1
deal_2353 2002 0
deal_2354 2002 0
deal_2355 2002 1
deal_2356 2002 0
deal_2357 2002 1
deal_2358 2002 1
deal_2359 2002 0
deal_2360 2002 0
deal_2361 2002 0
deal_2362 2002 0
deal_2363 2002 0
deal_2364 2002 1
deal_2365 2002 0
deal_2366 2002 0
deal_2367 2002 1
deal_2368 2002 1
deal_2369 2002 0
deal_2370 2002 0
deal_2371 2002 1
deal_2372 2002 0
deal_2373 2002 0
deal_2374 2002 0
deal_2375 2002 0
deal_2376 2002 0
deal_2377 2002 0
deal_2378 2002 0
deal_2379 2002 1
deal_2380 2002 1
deal_2381 2002 0
deal_2382 2002 0
deal_2383 2002 1
deal_2384 2002 1
deal_2385 2002 0
deal_2386 2002 0
deal_2387 2002 1
deal_2388 2002 1
deal_2389 2002 1
deal_2390 2002 1
deal_2391 2002 1
deal_2392 2002 1
deal_2393 2002 1
deal_2394 2002 1
deal_2395 2002 1
deal_2396 2002 1
deal_2397 2002 1
deal_2398 2002 0
deal_2399 2002 0
deal_2400 2002 0
deal_2401 2002 0
deal_2402 2002 0
deal_2403 2002 0
deal_2404 2002 0
deal_2405 2002 1
deal_2406 2002 0
deal_2407 2002 1
deal_2408 2002 1
deal_2409 2002 0
deal_2410 2002 1
deal_2411 2002 1
deal_2412 2002 1
deal_2418 2003 1
deal_2419 2003 0
deal_2421 2003 1
deal_2422 2003 1
deal_2425 2003 1
deal_2427 2003 1
deal_2429 2003 0
deal_2430 2003 0
deal_2432 2003 1
deal_2433 2003 0
deal_2434 2003 0
deal_2437 2003 1
deal_2438 2003 1
deal_2439 2003 1
deal_2440 2003 1
deal_2441 2003 1
deal_2443 2003 0
deal_2444 2003 0
deal_2445 2003 1
deal_2446 2003 1
deal_2447 2003 0
deal_2448 2003 0
deal_2449 2003 1
deal_2450 2003 0
deal_2451 2003 0
deal_2452 2003 0
deal_2453 2003 0
deal_2454 2003 0
deal_2455 2003 1
deal_2456 2003 1
deal_2457 2003 1
deal_2458 2003 0
deal_2459 2003 1
deal_2460 2003 1
deal_2461 2003 1
deal_2462 2003 1
deal_2463 2003 1
deal_2464 2003 1
deal_2465 2003 0
deal_2466 2003 0
deal_2467 2003 1
deal_2468 2003 1
deal_2469 2003 1
deal_2470 2003 1
deal_2471 2003 0
deal_2472 2003 0
deal_2473 2003 1
deal_2474 2003 1
deal_2475 2003 1
deal_2476 2003 1
deal_2479 2003 0
deal_2480 2003 1
deal_2481 2003 1
deal_2482 2003 1
deal_2483 2003 1
deal_2484 2003 1
deal_2485 2003 1
deal_2486 2003 0
deal_2487 2003 1
deal_2488 2003 1
deal_2489 2003 0
deal_2490 2003 0
deal_2491 2003 0
deal_2492 2003 0
deal_2493 2003 0
deal_2494 2003 0
deal_2495 2003 1
deal_2496 2003 1
deal_2497 2003 0
deal_2498 2003 0
deal_2499 2003 0
deal_2500 2003 0
deal_2501 2003 0
deal_2502 2003 0
deal_2503 2003 1
deal_2504 2003 1
deal_2505 2003 1
deal_2506 2003 0
deal_2507 2003 1
deal_2508 2003 1
deal_2509 2003 1
deal_2510 2003 1
deal_2511 2003 1
deal_2512 2003 1
deal_2513 2003 1
deal_2514 2003 1
deal_2515 2003 1
deal_2516 2003 1
deal_2517 2003 1
deal_2518 2003 0
deal_2519 2003 0
deal_2520 2003 0
deal_2521 2003 1
deal_2522 2003 1
deal_2523 2003 0
deal_2524 2003 0
deal_2525 2003 1
deal_2526 2003 1
deal_2527 2003 0
deal_2528 2003 0
deal_2529 2003 1
deal_2530 2003 1
deal_2531 2003 1
deal_2532 2003 1
deal_2533 2003 0
deal_2534 2003 0
deal_2535 2003 1
deal_2536 2003 1
deal_2537 2003 1
deal_2538 2003 1
deal_2539 2003 0
deal_2540 2003 0
deal_2541 2004 0
deal_2542 2004 0
deal_2543 2004 0
deal_2544 2004 0
deal_2545 2004 0
deal_2546 2004 1
deal_2547 2004 0
deal_2548 2004 0
deal_2549 2004 1
deal_2550 2004 1
deal_2551 2004 0
deal_2552 2004 0
deal_2554 2004 0
deal_2555 2004 1
deal_2556 2004 0
deal_2557 2004 1
deal_2558 2004 1
deal_2559 2004 1
deal_2560 2004 1
deal_2561 2004 0
deal_2562 2004 0
deal_2563 2004 0
deal_2564 2004 0
deal_2565 2004 0
deal_2566 2004 0
deal_2567 2004 1
deal_2568 2004 1
deal_2569 2004 0
deal_2570 2004 0
deal_2571 2004 0
deal_2572 2004 0
deal_2573 2004 0
deal_2574 2004 0
deal_2575 2004 1
deal_2576 2004 1
deal_2577 2004 1
deal_2578 2004 1
deal_2579 2004 1
deal_2580 2004 1
deal_2581 2004 1
deal_2582 2004 1
deal_2583 2004 1
deal_2584 2004 1
deal_2585 2004 0
deal_2586 2004 0
deal_2587 2004 0
deal_2588 2004 0
deal_2589 2004 0
deal_2590 2004 0
deal_2591 2004 0
deal_2592 2004 0
deal_2593 2004 1
deal_2594 2004 1
deal_2595 2004 0
deal_2596 2004 0
deal_2597 2004 0
deal_2598 2004 0
deal_2599 2004 1
deal_2600 2004 0
deal_2601 2004 1
deal_2602 2004 1
deal_2603 2004 0
deal_2604 2004 1
deal_2605 2004 1
deal_2606 2004 1
deal_2607 2004 0
deal_2608 2004 0
deal_2609 2004 1
deal_2610 2004 1
deal_2611 2004 0
deal_2612 2004 0
deal_2613 2004 1
deal_2614 2004 1
deal_2615 2004 1
deal_2616 2004 1
deal_2617 2004 0
deal_2618 2004 0
deal_2619 2004 0
deal_2620 2004 1
deal_2621 2004 0
deal_2622 2004 1
deal_2623 2004 1
deal_2624 2004 0
deal_2625 2004 0
deal_2626 2004 1
deal_2627 2004 1
deal_2628 2004 1
deal_2629 2004 1
deal_2630 2004 1
deal_2631 2004 0
deal_2632 2004 0
deal_2633 2004 0
deal_2634 2004 1
deal_2635 2004 0
deal_2636 2004 1
deal_2637 2004 1
deal_2638 2004 1
deal_2639 2004 0
deal_2640 2004 1
deal_2641 2004 1
deal_2642 2004 0
deal_2643 2004 1
deal_2644 2004 1
deal_2645 2004 1
deal_2646 2004 1
deal_2647 2004 0
deal_2648 2004 0
deal_2649 2004 0
deal_2650 2004 0
deal_2651 2004 0
deal_2652 2004 1
deal_2653 2004 0
deal_2654 2004 0
deal_2655 2004 0
deal_2656 2004 0
deal_2657 2004 0
deal_2658 2004 0
deal_2659 2004 0
deal_2660 2004 0
deal_2661 2004 1
deal_2662 2004 1
deal_2663 2004 1
deal_2664 2004 1
deal_2665 2004 1
deal_2666 2004 1
deal_2667 2004 1
deal_2668 2004 1
deal_2669 2004 1
deal_2670 2004 1
deal_2671 2004 1
deal_2672 2004 1
deal_2673 2004 0
deal_2674 2004 0
deal_2675 2004 0
deal_2676 2004 0
deal_2677 2004 1
deal_2678 2004 1
deal_2679 2004 1
deal_2680 2004 1
deal_2681 2004 1
deal_2682 2004 0
deal_2683 2004 1
deal_2684 2004 1
deal_2685 2004 0
deal_2686 2004 1
deal_2687 2004 0
deal_2688 2004 0
deal_2689 2004 1
deal_2690 2004 1
deal_2691 2004 0
deal_2692 2004 1
deal_2693 2004 0
deal_2694 2004 0
deal_2695 2004 1
deal_2696 2004 0
deal_2697 2004 1
deal_2698 2004 0
deal_2699 2004 1
deal_2700 2004 1
deal_2703 2004 1
deal_2705 2004 1
deal_2707 2004 0
deal_2709 2004 0
deal_2710 2004 0
deal_2711 2004 1
deal_2712 2004 1
deal_2713 2004 1
deal_2714 2004 0
deal_2715 2004 1
deal_2716 2004 0
deal_2717 2004 0
deal_2718 2004 0
deal_2719 2004 0
deal_2720 2004 0
deal_2721 2004 1
deal_2722 2004 0
deal_2723 2004 1
deal_2724 2004 1
deal_2725 2004 0
deal_2726 2004 0
deal_2727 2004 0
deal_2728 2004 0
deal_2729 2004 1
deal_2730 2004 1
deal_2731 2004 0
deal_2732 2004 1
deal_2733 2004 1
deal_2734 2004 1
deal_2735 2004 0
deal_2736 2004 0
deal_2737 2004 1
deal_2738 2004 1
deal_2739 2004 1
deal_2740 2004 1
deal_2741 2004 1
deal_2742 2004 1
deal_2743 2004 1
deal_2744 2004 1
deal_2745 2004 1
deal_2746 2004 1
deal_2747 2004 1
deal_2748 2004 0
deal_2749 2004 1
deal_2750 2004 1
