id year lvalue
bb_754 1957 0
bb_755 1957 0
bb_756 1957 0
bb_757 1957 4
bb_758 1957 0
bb_759 1957 0
bb_760 1957 0
bb_761 1957 0
bb_762 1957 0
bb_763 1957 0
bb_764 1957 0
bb_765 1957 0
bb_766 1957 0
bb_767 1957 0
bb_768 1957 0
bb_769 1957 0
bb_770 1957 0
bb_771 1957 0
bb_772 1957 0
bb_773 1957 0
bb_774 1957 0
bb_775 1957 0
bb_776 1957 0
bb_777 1957 4
bb_778 1957 0
bb_779 1957 0
bb_780 1957 0
bb_781 1957 0
bb_782 1957 0
bb_783 1957 0
bb_784 1957 0
bb_785 1957 0
bb_786 1957 0
bb_787 1957 0
bb_788 1957 0
bb_789 1957 0
bb_790 1957 0
bb_791 1957 0
bb_792 1957 0
bb_793 1957 0
bb_794 1957 0
bb_795 1957 0
bb_796 1957 0
bb_797 1957 0
bb_798 1957 0
bb_799 1957 0
bb_800 1957 0
bb_801 1957 0
bb_802 1957 3
bb_803 1957 3
bb_804 1957 0
bb_805 1957 0
bb_806 1957 0
bb_807 1957 0
bb_808 1957 4
bb_809 1957 4
bb_810 1957 0
bb_811 1957 0
bb_812 1957 0
bb_813 1957 0
bb_814 1957 0
bb_815 1957 0
bb_816 1957 0
bb_817 1957 3
bb_818 1957 0
bb_819 1957 0
bb_820 1957 0
bb_821 1957 0
bb_822 1957 5
bb_823 1957 0
bb_824 1957 0
bb_825 1957 0
bb_826 1957 0
bb_827 1957 0
bb_828 1957 0
bb_829 1957 0
bb_830 1957 0
bb_831 1957 0
bb_832 1957 0
bb_833 1957 0
bb_834 1957 0
bb_835 1957 0
bb_836 1957 0
bb_837 1957 0
bb_838 1957 0
bb_839 1957 0
bb_840 1957 0
bb_841 1957 0
bb_842 1957 0
bb_843 1957 4
bb_844 1957 4
bb_845 1957 4
bb_846 1957 0
bb_847 1957 0
bb_848 1957 0
bb_849 1957 0
bb_850 1957 0
bb_851 1957 0
bb_852 1957 0
bb_853 1957 0
bb_854 1957 0
bb_855 1957 0
bb_856 1957 0
bb_857 1957 0
bb_858 1957 0
bb_859 1957 0
bb_860 1957 0
bb_861 1957 0
bb_862 1957 0
bb_863 1957 0
bb_864 1957 0
bb_865 1957 0
bb_866 1957 0
bb_867 1957 0
bb_868 1957 0
bb_869 1957 0
bb_870 1957 4
bb_871 1957 0
bb_872 1957 0
bb_873 1957 0
bb_874 1957 3
bb_875 1957 0
bb_876 1957 0
bb_877 1957 0
bb_878 1957 0
bb_879 1957 0
bb_880 1957 0
bb_881 1957 0
bb_882 1957 0
bb_883 1957 0
bb_884 1957 0
bb_885 1957 0
bb_886 1957 4
bb_887 1957 0
bb_888 1957 0
bb_889 1957 0
bb_890 1957 4
bb_891 1957 0
bb_892 1957 0
bb_893 1957 0
bb_894 1957 0
bb_895 1957 0
bb_896 1959 0
bb_897 1959 0
bb_898 1959 0
bb_899 1959 0
bb_900 1959 0
bb_901 1959 0
bb_902 1959 0
bb_903 1959 0
bb_904 1959 0
bb_905 1959 0
bb_906 1959 0
bb_907 1959 0
bb_908 1959 0
bb_909 1959 0
bb_910 1959 0
bb_911 1959 0
bb_912 1959 0
bb_913 1959 0
bb_914 1959 0
bb_915 1959 0
bb_916 1959 0
bb_917 1959 0
bb_918 1959 0
bb_919 1959 0
bb_920 1959 0
bb_921 1959 0
bb_922 1959 0
bb_923 1959 0
bb_924 1959 0
bb_925 1959 0
bb_926 1959 0
bb_927 1959 0
bb_928 1959 0
bb_929 1959 0
bb_930 1959 0
bb_931 1959 0
bb_932 1959 0
bb_933 1959 0
bb_934 1959 0
bb_935 1959 0
bb_936 1959 0
bb_937 1959 0
bb_938 1959 0
bb_939 1959 0
bb_940 1959 0
bb_941 1959 0
bb_942 1959 0
bb_943 1959 0
bb_944 1959 0
bb_945 1959 0
bb_946 1959 0
bb_947 1959 0
bb_948 1959 0
bb_949 1959 0
bb_950 1959 0
bb_951 1959 0
bb_952 1959 0
bb_953 1959 0
bb_954 1959 0
bb_955 1959 0
bb_956 1959 0
bb_957 1959 0
bb_958 1959 0
bb_959 1959 0
bb_960 1959 0
bb_961 1959 0
bb_962 1959 0
bb_963 1959 0
bb_964 1959 5
bb_965 1959 5
bb_966 1959 0
bb_967 1959 0
bb_968 1959 0
bb_969 1959 0
bb_970 1959 0
bb_971 1959 0
bb_972 1959 0
bb_973 1959 0
bb_974 1959 0
bb_975 1959 0
bb_976 1959 0
bb_977 1959 0
bb_978 1959 0
bb_979 1959 0
bb_980 1959 0
bb_981 1959 0
bb_982 1959 0
bb_983 1959 0
bb_984 1959 0
bb_985 1959 0
bb_986 1959 4
bb_987 1959 0
bb_988 1959 0
bb_989 1959 0
bb_990 1959 0
bb_991 1959 0
bb_992 1959 0
bb_993 1959 0
bb_994 1959 0
bb_995 1959 4
bb_996 1959 0
bb_997 1959 0
bb_998 1959 0
bb_999 1959 3
bb_1000 1959 0
bb_1001 1959 0
bb_1002 1959 0
bb_1003 1959 0
bb_1004 1959 0
bb_1005 1959 0
bb_1006 1959 0
bb_1007 1959 0
bb_1008 1959 0
bb_1009 1959 0
bb_1010 1959 0
bb_1011 1959 0
bb_1012 1959 0
bb_1013 1959 0
bb_1014 1959 0
bb_1015 1959 0
bb_1016 1959 0
bb_1017 1959 0
bb_1018 1959 0
bb_1019 1959 0
bb_1020 1959 0
bb_1021 1959 0
bb_1022 1959 0
bb_1023 1959 0
bb_1024 1959 0
bb_1025 1959 0
bb_1026 1959 0
bb_1027 1959 0
bb_1028 1959 0
bb_1029 1959 0
bb_1030 1959 0
bb_1031 1959 0
bb_1032 1959 0
bb_1033 1959 0
bb_1034 1959 0
bb_1035 1959 0
bb_1036 1959 0
bb_1037 1959 0
bb_1038 1959 0
bb_1039 1959 4
bb_1040 1959 0
bb_1041 1959 0
bb_1042 1959 0
bb_1043 1959 0
bb_1044 1959 0
bb_1045 1959 0
bb_1046 1959 0
bb_1047 1959 0
bb_1048 1959 0
bb_1049 1959 0
bb_1050 1959 0
bb_1051 1959 0
bb_1052 1959 0
bb_1053 1959 0
bb_1054 1959 0
bb_1055 1959 0
bb_1056 1959 0
bb_1057 1959 0
bb_1058 1959 0
bb_1059 1959 0
bb_1060 1959 0
bb_1061 1959 0
bb_1062 1959 0
bb_1063 1959 0
bb_1064 1959 0
bb_1065 1959 0
bb_1066 1959 0
bb_1067 1959 0
bb_1068 1959 0
bb_1069 1959 0
bb_1070 1959 0
bb_1071 1959 0
bb_1072 1959 0
bb_1073 1959 0
bb_1074 1959 0
bb_1075 1959 0
bb_1076 1959 0
bb_1077 1959 5
bb_1078 1959 4
bb_1079 1959 0
bb_1080 1959 0
bb_1081 1959 0
bb_1082 1959 0
bb_1083 1959 0
bb_1084 1959 0
bb_1085 1959 0
bb_1086 1959 0
bb_1087 1959 0
bb_1088 1959 0
bb_1089 1959 0
bb_1090 1959 0
bb_1091 1959 0
bb_1092 1959 0
bb_1093 1959 0
bb_1094 1959 0
bb_1095 1959 0
bb_1096 1959 0
bb_1097 1959 0
bb_1098 1959 0
bb_1099 1959 0
bb_1100 1959 0
bb_1101 1959 0
bb_1102 1959 0
bb_1103 1959 0
bb_1104 1959 0
bb_1105 1959 4
bb_1106 1959 0
bb_1107 1959 0
bb_1108 1959 0
bb_1109 1959 0
bb_1110 1959 0
bb_1111 1959 0
bb_1112 1959 0
bb_1113 1959 0
bb_1114 1959 0
bb_1115 1959 0
bb_1116 1959 0
bb_1117 1959 4
bb_1118 1959 0
bb_1119 1959 0
bb_1120 1959 0
bb_1121 1959 0
bb_1122 1959 0
bb_1123 1959 0
bb_1124 1959 0
bb_1125 1959 0
bb_1126 1959 0
bb_1127 1959 0
bb_1128 1959 0
bb_1129 1959 0
bb_1130 1959 0
bb_1131 1959 0
bb_1132 1959 0
bb_1133 1959 0
bb_1134 1959 0
bb_1135 1959 0
bb_1136 1959 0
bb_1137 1959 0
bb_1138 1959 0
bb_1139 1959 0
bb_1140 1959 0
bb_1141 1959 0
bb_1142 1959 0
bb_1143 1959 0
bb_1144 1959 0
bb_1145 1959 0
bb_1146 1959 0
bb_1147 1959 0
bb_1148 1959 0
bb_1149 1959 0
bb_1150 1959 0
bb_1151 1959 0
bb_1152 1959 0
bb_1153 1959 0
bb_1154 1959 0
bb_1155 1959 0
bb_1156 1959 0
bb_1157 1959 0
bb_1158 1959 0
bb_1159 1959 0
bb_1160 1959 0
bb_1161 1959 0
bb_1162 1959 0
bb_1163 1959 0
bb_1164 1959 0
bb_1165 1959 0
bb_1166 1959 0
bb_1167 1959 0
bb_1168 1959 0
bb_1169 1959 0
bb_1170 1959 0
bb_1171 1959 0
bb_1172 1959 4
bb_1173 1959 0
bb_1174 1959 0
bb_1175 1959 0
bb_1176 1959 0
bb_1177 1959 0
bb_1178 1959 0
bb_1179 1959 0
bb_1180 1959 0
bb_1181 1959 0
bb_1182 1959 0
bb_1183 1959 0
bb_1184 1959 0
bb_1185 1959 0
bb_1186 1959 0
bb_1187 1959 0
bb_1188 1959 0
bb_1189 1959 0
bb_1190 1959 0
bb_1191 1959 0
bb_1192 1959 0
bb_1193 1959 0
bb_1194 1959 0
bb_1195 1959 0
bb_1196 1959 0
bb_1197 1959 0
bb_1198 1959 0
bb_1199 1959 0
bb_1200 1959 0
bb_1201 1959 0
bb_1202 1959 0
bb_1203 1959 0
bb_1204 1959 0
bb_1205 1959 0
bb_1206 1959 0
bb_1207 1959 0
bb_1208 1962 0
bb_1209 1962 0
bb_1210 1962 0
bb_1211 1962 0
bb_1212 1962 0
bb_1213 1962 0
bb_1214 1962 0
bb_1215 1962 0
bb_1216 1962 0
bb_1217 1962 0
bb_1218 1962 0
bb_1219 1962 0
bb_1220 1962 0
bb_1221 1962 0
bb_1222 1962 0
bb_1223 1962 4
bb_1224 1962 0
bb_1225 1962 0
bb_1226 1962 0
bb_1227 1962 0
bb_1228 1962 0
bb_1229 1962 0
bb_1230 1962 0
bb_1231 1962 0
bb_1232 1962 0
bb_1233 1962 0
bb_1234 1962 0
bb_1235 1962 0
bb_1236 1962 0
bb_1237 1962 0
bb_1238 1962 0
bb_1239 1962 0
bb_1240 1962 0
bb_1241 1962 0
bb_1242 1962 0
bb_1243 1962 0
bb_1244 1962 0
bb_1245 1962 0
bb_1248 1962 0
bb_1249 1962 0
bb_1250 1962 0
bb_1251 1962 0
bb_1252 1962 0
bb_1253 1962 0
bb_1254 1962 0
bb_1255 1962 0
bb_1256 1962 0
bb_1257 1962 0
bb_1258 1962 0
bb_1259 1962 0
bb_1260 1962 0
bb_1261 1962 0
bb_1262 1962 0
bb_1263 1962 0
bb_1264 1962 3
bb_1265 1962 0
bb_1266 1962 0
bb_1267 1962 0
bb_1268 1962 0
bb_1269 1962 0
bb_1270 1962 0
bb_1271 1962 0
bb_1272 1962 0
bb_1273 1962 0
bb_1274 1962 0
bb_1275 1962 0
bb_1276 1962 0
bb_1277 1962 0
bb_1278 1962 4
bb_1279 1962 0
bb_1280 1962 0
bb_1281 1962 0
bb_1282 1962 0
bb_1283 1962 0
bb_1284 1962 0
bb_1285 1962 0
bb_1286 1962 0
bb_1287 1962 0
bb_1288 1962 0
bb_1289 1962 0
bb_1290 1962 0
bb_1291 1962 0
bb_1292 1962 4
bb_1293 1962 4
bb_1294 1962 0
bb_1295 1962 0
bb_1296 1962 0
bb_1297 1962 0
bb_1298 1962 0
bb_1299 1962 0
bb_1300 1962 0
bb_1301 1962 0
bb_1302 1962 0
bb_1303 1962 0
bb_1304 1962 0
bb_1305 1962 0
bb_1306 1962 0
bb_1307 1962 0
bb_1308 1962 0
bb_1309 1962 0
bb_1310 1962 0
bb_1311 1962 0
bb_1312 1962 0
bb_1313 1962 0
bb_1314 1962 0
bb_1315 1962 0
bb_1316 1962 0
bb_1317 1962 0
bb_1318 1962 0
bb_1319 1962 0
bb_1320 1962 0
bb_1321 1962 0
bb_1322 1962 0
bb_1323 1962 0
bb_1324 1962 0
bb_1325 1962 0
bb_1326 1962 0
bb_1327 1962 0
bb_1328 1962 0
bb_1329 1962 0
bb_1330 1962 0
bb_1331 1962 0
bb_1332 1962 0
bb_1333 1962 0
bb_1334 1962 0
bb_1335 1962 0
bb_1336 1962 0
bb_1337 1962 0
bb_1338 1962 0
bb_1339 1962 0
bb_1340 1962 0
bb_1341 1962 0
bb_1342 1962 0
bb_1343 1962 0
bb_1344 1962 0
bb_1345 1962 0
bb_1346 1962 0
bb_1347 1962 0
bb_1348 1962 0
bb_1349 1962 0
bb_1350 1962 0
bb_1351 1962 0
bb_1352 1962 0
bb_1353 1962 0
bb_1354 1962 0
bb_1355 1962 0
bb_1358 1962 0
bb_1359 1962 0
bb_1360 1962 0
bb_1361 1962 0
bb_1362 1962 0
bb_1363 1962 0
bb_1364 1962 0
bb_1365 1962 0
